"animal","sample","dose.kg.t","n","pH","dpH","buff.int"
"Afgasset","Båndlev(Hinnerup)",4.25,2,7.0858734539068,-0.9141265460932,NA
"Afgasset","Båndlev(Hinnerup)",4.375,2,7.0724282086124,-0.927571791387596,NA
"Afgasset","Båndlev(Hinnerup)",4.5,2,7.05931174320507,-0.940688256794934,NA
"Afgasset","Båndlev(Hinnerup)",4.625,2,7.04687968600377,-0.953120313996226,NA
"Afgasset","Båndlev(Hinnerup)",4.75,2,7.0348471606785,-0.965152839321505,NA
"Afgasset","Båndlev(Hinnerup)",4.875,2,7.02199574018943,-0.978004259810568,NA
"Afgasset","Båndlev(Hinnerup)",5,2,7.00896534512056,-0.991034654879441,NA
"Afgasset","Båndlev(Hinnerup)",5.125,2,6.99666629756885,-1.00333370243115,NA
"Afgasset","Båndlev(Hinnerup)",5.25,2,6.98600876048608,-1.01399123951392,NA
"Afgasset","Båndlev(Hinnerup)",5.375,2,6.97778645088613,-1.02221354911387,NA
"Afgasset","Båndlev(Hinnerup)",5.5,2,6.97242094902472,-1.02757905097528,NA
"Afgasset","Båndlev(Hinnerup)",5.625,2,6.96915439451769,-1.03084560548231,NA
"Afgasset","Båndlev(Hinnerup)",5.7,2,6.96786456018284,-1.03213543981716,NA
"Afgasset","Båndlev(Hinnerup)",5.75,2,6.9672168350237,-1.0327831649763,NA
"Afgasset","Båndlev(Hinnerup)",5.875,2,6.96610544611914,-1.03389455388086,NA
"Afgasset","Båndlev(Hinnerup)",6,2,6.96531760967544,-1.03468239032456,NA
"Afgasset","Båndlev(Hinnerup)",6.125,2,6.96445646045737,-1.03554353954263,NA
"Afgasset","Båndlev(Hinnerup)",6.25,2,6.96340289443493,-1.03659710556507,NA
"Afgasset","Båndlev(Hinnerup)",6.375,2,6.96193027828562,-1.03806972171438,NA
"Afgasset","Båndlev(Hinnerup)",6.5,2,6.95986847968887,-1.04013152031113,NA
"Afgasset","Båndlev(Hinnerup)",6.625,2,6.95720245386056,-1.04279754613944,NA
"Afgasset","Båndlev(Hinnerup)",6.75,2,6.95391699105245,-1.04608300894755,NA
"Afgasset","Båndlev(Hinnerup)",6.875,2,6.94993484374444,-1.05006515625556,NA
"Afgasset","Båndlev(Hinnerup)",7,2,6.94502384670776,-1.05497615329224,NA
"Afgasset","Båndlev(Hinnerup)",7.125,2,6.93872790414344,-1.06127209585656,NA
"Afgasset","Båndlev(Hinnerup)",7.25,2,6.93089437463578,-1.06910562536422,NA
"Afgasset","Båndlev(Hinnerup)",7.375,2,6.92226749077141,-1.07773250922859,NA
"Afgasset","Båndlev(Hinnerup)",7.5,2,6.91361547778933,-1.08638452221067,NA
"Afgasset","Båndlev(Hinnerup)",7.625,2,6.90581255939921,-1.09418744060079,NA
"Afgasset","Båndlev(Hinnerup)",7.75,2,6.89998460244852,-1.10001539755148,NA
"Afgasset","Båndlev(Hinnerup)",7.875,2,6.89673791854283,-1.10326208145717,NA
"Afgasset","Båndlev(Hinnerup)",8,2,6.89397179398694,-1.10602820601306,NA
"Afgasset","Båndlev(Hinnerup)",8.125,2,6.8915436059439,-1.1084563940561,NA
"Afgasset","Båndlev(Hinnerup)",8.25,2,6.88969465528979,-1.11030534471021,NA
"Afgasset","Båndlev(Hinnerup)",8.375,2,6.88852725631908,-1.11147274368092,NA
"Afgasset","Båndlev(Hinnerup)",8.5,2,6.88782991151933,-1.11217008848067,NA
"Afgasset","Båndlev(Hinnerup)",8.625,2,6.88730622590402,-1.11269377409598,NA
"Afgasset","Båndlev(Hinnerup)",8.75,2,6.88606398346312,-1.11393601653688,NA
"Afgasset","Båndlev(Hinnerup)",8.875,2,6.88382092783775,-1.11617907216225,NA
"Afgasset","Båndlev(Hinnerup)",9,2,6.88056880834842,-1.11943119165158,NA
"Afgasset","Båndlev(Hinnerup)",9.125,2,6.87643639373648,-1.12356360626352,NA
"Afgasset","Båndlev(Hinnerup)",9.25,2,6.87184679708,-1.12815320292,NA
"Afgasset","Båndlev(Hinnerup)",9.375,2,6.86726122460473,-1.13273877539527,NA
"Afgasset","Båndlev(Hinnerup)",9.5,2,6.86303680571354,-1.13696319428646,NA
"Afgasset","Båndlev(Hinnerup)",9.625,2,6.85921537376696,-1.14078462623304,NA
"Afgasset","Båndlev(Hinnerup)",9.75,2,6.85577990668186,-1.14422009331814,NA
"Afgasset","Båndlev(Hinnerup)",9.875,2,6.85259112335321,-1.14740887664679,NA
"Afgasset","Båndlev(Hinnerup)",10,2,6.84925977013032,-1.15074022986968,NA
"Afgasset","Båndlev(Hinnerup)",10.125,2,6.84536604390086,-1.15463395609914,NA
"Afgasset","Båndlev(Hinnerup)",10.25,2,6.84053704416201,-1.15946295583799,NA
"Afgasset","Båndlev(Hinnerup)",10.375,2,6.83475048290639,-1.16524951709361,NA
"Afgasset","Båndlev(Hinnerup)",10.5,2,6.82814356792175,-1.17185643207825,NA
"Afgasset","Båndlev(Hinnerup)",10.625,2,6.82094972633282,-1.17905027366718,NA
"Afgasset","Båndlev(Hinnerup)",10.75,2,6.81358817319477,-1.18641182680523,NA
"Afgasset","Båndlev(Hinnerup)",10.875,2,6.80649953040348,-1.19350046959652,NA
"Afgasset","Båndlev(Hinnerup)",11,2,6.80010625116261,-1.19989374883739,NA
"Afgasset","Båndlev(Hinnerup)",11.125,2,6.79449684506614,-1.20550315493386,NA
"Afgasset","Båndlev(Hinnerup)",11.25,2,6.78946641755904,-1.21053358244096,NA
"Afgasset","Båndlev(Hinnerup)",11.375,2,6.78476444105964,-1.21523555894036,NA
"Afgasset","Båndlev(Hinnerup)",11.5,2,6.78007422259684,-1.21992577740316,NA
"Afgasset","Båndlev(Hinnerup)",11.625,2,6.7750718879616,-1.2249281120384,NA
"Afgasset","Båndlev(Hinnerup)",11.75,2,6.76943629778182,-1.23056370221818,NA
"Afgasset","Båndlev(Hinnerup)",11.875,2,6.76305187060323,-1.23694812939676,NA
"Afgasset","Båndlev(Hinnerup)",12,2,6.75614806894802,-1.24385193105198,NA
"Afgasset","Båndlev(Hinnerup)",12.125,2,6.7489853225988,-1.2510146774012,NA
"Afgasset","Båndlev(Hinnerup)",12.25,2,6.74182046030112,-1.25817953969888,NA
"Afgasset","Båndlev(Hinnerup)",12.375,2,6.73490994300824,-1.26509005699176,NA
"Afgasset","Båndlev(Hinnerup)",12.5,2,6.72851021736134,-1.27148978263866,NA
"Afgasset","Båndlev(Hinnerup)",12.625,2,6.7227873152131,-1.2772126847869,NA
"Afgasset","Båndlev(Hinnerup)",12.75,2,6.71760240662288,-1.28239759337712,NA
"Afgasset","Båndlev(Hinnerup)",12.875,2,6.71275016673912,-1.28724983326088,NA
"Afgasset","Båndlev(Hinnerup)",13,2,6.70802136499733,-1.29197863500267,NA
"Afgasset","Båndlev(Hinnerup)",13.125,2,6.70320639584592,-1.29679360415408,NA
"Afgasset","Båndlev(Hinnerup)",13.25,2,6.69809565373329,-1.30190434626671,NA
"Afgasset","Båndlev(Hinnerup)",13.375,2,6.69251414943659,-1.30748585056341,NA
"Afgasset","Båndlev(Hinnerup)",13.5,2,6.68653272424115,-1.31346727575885,NA
"Afgasset","Båndlev(Hinnerup)",13.625,2,6.68024011692192,-1.31975988307808,NA
"Afgasset","Båndlev(Hinnerup)",13.75,2,6.6735817139562,-1.3264182860438,NA
"Afgasset","Båndlev(Hinnerup)",13.875,2,6.66648993937432,-1.33351006062568,NA
"Afgasset","Båndlev(Hinnerup)",14,2,6.65889721720662,-1.34110278279338,NA
"Afgasset","Båndlev(Hinnerup)",14.125,2,6.65072884640482,-1.34927115359518,NA
"Afgasset","Båndlev(Hinnerup)",14.25,2,6.64178557511,-1.35821442489,NA
"Afgasset","Båndlev(Hinnerup)",14.375,2,6.63202374253244,-1.36797625746756,NA
"Afgasset","Båndlev(Hinnerup)",14.5,2,6.62198637286365,-1.37801362713635,NA
"Afgasset","Båndlev(Hinnerup)",14.625,2,6.61228861484869,-1.38771138515131,NA
"Afgasset","Båndlev(Hinnerup)",14.75,2,6.60354561723258,-1.39645438276742,NA
"Afgasset","Båndlev(Hinnerup)",14.875,2,6.5963715823203,-1.4036284176797,NA
"Afgasset","Båndlev(Hinnerup)",15,2,6.59125907807078,-1.40874092192922,NA
"Afgasset","Båndlev(Hinnerup)",15.125,2,6.5876122964011,-1.4123877035989,NA
"Afgasset","Båndlev(Hinnerup)",15.25,2,6.58453767086721,-1.41546232913279,NA
"Afgasset","Båndlev(Hinnerup)",15.375,2,6.58124669417213,-1.41875330582787,NA
"Afgasset","Båndlev(Hinnerup)",15.5,2,6.57695085901887,-1.42304914098113,NA
"Afgasset","Båndlev(Hinnerup)",15.625,2,6.57086168564578,-1.42913831435422,NA
"Afgasset","Båndlev(Hinnerup)",15.75,2,6.56221174144016,-1.43778825855984,NA
"Afgasset","Båndlev(Hinnerup)",15.875,2,6.55025940269637,-1.44974059730363,NA
"Afgasset","Båndlev(Hinnerup)",16,2,6.5356788453351,-1.4643211546649,NA
"Afgasset","Båndlev(Hinnerup)",16.125,2,6.51943011989308,-1.48056988010692,NA
"Afgasset","Båndlev(Hinnerup)",16.25,2,6.50247327690707,-1.49752672309293,NA
"Afgasset","Båndlev(Hinnerup)",16.375,2,6.4857683669138,-1.5142316330862,NA
"Afgasset","Båndlev(Hinnerup)",16.5,2,6.47008137784281,-1.52991862215719,NA
"Afgasset","Båndlev(Hinnerup)",16.625,2,6.45560064739232,-1.54439935260768,NA
"Afgasset","Båndlev(Hinnerup)",16.75,2,6.44251058971877,-1.55748941028123,NA
"Afgasset","Båndlev(Hinnerup)",16.875,2,6.43101157566738,-1.56898842433262,NA
"Afgasset","Båndlev(Hinnerup)",17,2,6.42130397608336,-1.57869602391664,NA
"Afgasset","Båndlev(Hinnerup)",17.125,2,6.41358816181191,-1.58641183818809,NA
"Afgasset","Båndlev(Hinnerup)",17.25,2,6.40750486072448,-1.59249513927552,NA
"Afgasset","Båndlev(Hinnerup)",17.375,2,6.40082539983207,-1.59917460016793,NA
"Afgasset","Båndlev(Hinnerup)",17.5,2,6.39364251381562,-1.60635748618438,NA
"Afgasset","Båndlev(Hinnerup)",17.625,2,6.38636039438256,-1.61363960561744,NA
"Afgasset","Båndlev(Hinnerup)",17.75,2,6.37938323324035,-1.62061676675965,NA
"Afgasset","Båndlev(Hinnerup)",17.875,2,6.37311522209642,-1.62688477790358,NA
"Afgasset","Båndlev(Hinnerup)",18,2,6.36770691425291,-1.63229308574709,NA
"Afgasset","Båndlev(Hinnerup)",18.125,2,6.3601495354757,-1.6398504645243,NA
"Afgasset","Båndlev(Hinnerup)",18.25,2,6.34948334501201,-1.65051665498799,NA
"Afgasset","Båndlev(Hinnerup)",18.375,2,6.33573833649854,-1.66426166350146,NA
"Afgasset","Båndlev(Hinnerup)",18.5,2,6.31894450357202,-1.68105549642798,NA
"Afgasset","Båndlev(Hinnerup)",18.625,2,6.29913183986915,-1.70086816013085,NA
"Afgasset","Båndlev(Hinnerup)",18.75,2,6.27631593193754,-1.72368406806246,NA
"Afgasset","Båndlev(Hinnerup)",18.875,2,6.2487445890637,-1.7512554109363,NA
"Afgasset","Båndlev(Hinnerup)",19,2,6.21692952356828,-1.78307047643172,NA
"Afgasset","Båndlev(Hinnerup)",19.125,2,6.18336254935036,-1.81663745064964,NA
"Afgasset","Båndlev(Hinnerup)",19.25,2,6.15053548030906,-1.84946451969094,NA
"Afgasset","Båndlev(Hinnerup)",19.375,2,6.12094013034348,-1.87905986965652,NA
"Afgasset","Båndlev(Hinnerup)",19.5,2,6.09709495511144,-1.90290504488856,NA
"Afgasset","Båndlev(Hinnerup)",19.625,2,6.0776915282985,-1.9223084717015,NA
"Afgasset","Båndlev(Hinnerup)",19.75,2,6.05694816696792,-1.94305183303208,NA
"Afgasset","Båndlev(Hinnerup)",19.875,2,6.03593653781958,-1.96406346218042,NA
"Afgasset","Båndlev(Hinnerup)",20,2,6.01588307408183,-1.98411692591817,NA
"Afgasset","Båndlev(Hinnerup)",20.125,2,5.998014208983,-2.001985791017,NA
"Afgasset","Båndlev(Hinnerup)",20.25,2,5.9835859494056,-2.0164140505944,NA
"Afgasset","Båndlev(Hinnerup)",20.375,2,5.97269999751837,-2.02730000248163,NA
"Afgasset","Båndlev(Hinnerup)",20.5,2,5.96200136894387,-2.03799863105613,NA
"Afgasset","Båndlev(Hinnerup)",20.625,2,5.94998072922103,-2.05001927077897,NA
"Afgasset","Båndlev(Hinnerup)",20.75,2,5.93539733718858,-2.06460266281142,NA
"Afgasset","Båndlev(Hinnerup)",20.875,2,5.91701045168522,-2.08298954831478,NA
"Afgasset","Båndlev(Hinnerup)",21,2,5.89356037436215,-2.10643962563785,NA
"Afgasset","Båndlev(Hinnerup)",21.125,2,5.86382552100901,-2.13617447899099,NA
"Afgasset","Båndlev(Hinnerup)",21.25,2,5.82787241015972,-2.17212758984028,NA
"Afgasset","Båndlev(Hinnerup)",21.375,2,5.78741794966313,-2.21258205033687,NA
"Afgasset","Båndlev(Hinnerup)",21.5,2,5.74432418156729,-2.25567581843271,NA
"Afgasset","Båndlev(Hinnerup)",21.625,2,5.7004531479202,-2.2995468520798,NA
"Afgasset","Båndlev(Hinnerup)",21.75,2,5.65643840402312,-2.34356159597688,NA
"Afgasset","Båndlev(Hinnerup)",21.875,2,5.6075782006887,-2.3924217993113,NA
"Afgasset","Båndlev(Hinnerup)",22,2,5.55446857454804,-2.44553142545196,NA
"Afgasset","Båndlev(Hinnerup)",22.125,2,5.49563920572357,-2.50436079427643,NA
"Afgasset","Båndlev(Hinnerup)",22.25,2,5.42903149052996,-2.57096850947004,NA
"Afgasset","Båndlev(Hinnerup)",22.375,2,5.35258682528187,-2.64741317471813,NA
"Afgasset","Båndlev(Hinnerup)",22.5,2,5.26395799953284,-2.73604200046716,NA
"Afgasset","Båndlev(Hinnerup)",22.625,2,5.16059111811824,-2.83940888188176,NA
"Afgasset","Båndlev(Hinnerup)",22.75,2,5.0431317455893,-2.9568682544107,NA
"Afgasset","Båndlev(Hinnerup)",22.875,2,4.91512399245672,-3.08487600754328,NA
"Afgasset","Båndlev(Hinnerup)",23,2,4.78110679836668,-3.21889320163332,NA
"Afgasset","Båndlev(Hinnerup)",23.125,2,4.64562119108964,-3.35437880891036,NA
"Afgasset","Båndlev(Hinnerup)",23.25,2,4.51330561979114,-3.48669438020886,NA
"Afgasset","Båndlev(Hinnerup)",23.375,2,4.38869705482653,-3.61130294517347,NA
"Afgasset","Båndlev(Hinnerup)",23.5,2,4.27520894167386,-3.72479105832614,NA
"Afgasset","Båndlev(Hinnerup)",23.625,2,4.17571646774484,-3.82428353225516,NA
"Afgasset","Båndlev(Hinnerup)",23.75,2,4.09276727438047,-3.90723272561953,NA
"Afgasset","Båndlev(Hinnerup)",23.875,2,4.0289009317489,-3.9710990682511,NA
"Afgasset","Brd Thorsen",0,2,7.655,0,NA
"Afgasset","Brd Thorsen",0.125,2,7.5972865149355,-0.0577134850645051,NA
"Afgasset","Brd Thorsen",0.25,2,7.54607370104232,-0.108926298957682,NA
"Afgasset","Brd Thorsen",0.375,2,7.50087507886122,-0.15412492113878,NA
"Afgasset","Brd Thorsen",0.5,2,7.46120416893295,-0.193795831067052,NA
"Afgasset","Brd Thorsen",0.625,2,7.42657449179825,-0.22842550820175,NA
"Afgasset","Brd Thorsen",0.75,2,7.39649956799788,-0.258500432002124,NA
"Afgasset","Brd Thorsen",0.875,2,7.37048836354829,-0.284511636451711,NA
"Afgasset","Brd Thorsen",1,2,7.34793710947135,-0.307062890528646,NA
"Afgasset","Brd Thorsen",1.125,2,7.32814278643925,-0.326857213560749,NA
"Afgasset","Brd Thorsen",1.25,2,7.31039949142014,-0.34460050857986,NA
"Afgasset","Brd Thorsen",1.375,2,7.29400132138218,-0.360998678617819,NA
"Afgasset","Brd Thorsen",1.5,2,7.27824237329354,-0.376757626706465,NA
"Afgasset","Brd Thorsen",1.625,2,7.26240391776334,-0.392596082236656,NA
"Afgasset","Brd Thorsen",1.75,2,7.24600071180814,-0.408999288191856,NA
"Afgasset","Brd Thorsen",1.875,2,7.22930862209822,-0.425691377901785,NA
"Afgasset","Brd Thorsen",2,2,7.21271886346466,-0.442281136535342,NA
"Afgasset","Brd Thorsen",2.1,2,7.1997836312993,-0.455216368700699,NA
"Afgasset","Brd Thorsen",2.125,2,7.19662265073858,-0.458377349261425,NA
"Afgasset","Brd Thorsen",2.25,2,7.18141119875107,-0.473588801248933,NA
"Afgasset","Brd Thorsen",2.375,2,7.16749120694008,-0.487508793059923,NA
"Afgasset","Brd Thorsen",2.5,2,7.15537774693041,-0.499622253069593,NA
"Afgasset","Brd Thorsen",2.625,2,7.14493206035964,-0.510067939640359,NA
"Afgasset","Brd Thorsen",2.75,2,7.13563922601054,-0.519360773989459,NA
"Afgasset","Brd Thorsen",2.875,2,7.12698211476167,-0.528017885238331,NA
"Afgasset","Brd Thorsen",2.9,2,7.12528147192124,-0.529718528078765,NA
"Afgasset","Brd Thorsen",3,2,7.11844359749159,-0.53655640250841,NA
"Afgasset","Brd Thorsen",3.125,2,7.10950064845663,-0.545499351543368,NA
"Afgasset","Brd Thorsen",3.25,2,7.09950316774846,-0.555496832251542,NA
"Afgasset","Brd Thorsen",3.375,2,7.08811376466834,-0.566886235331661,NA
"Afgasset","Brd Thorsen",3.4,2,7.08569191688963,-0.56930808311037,NA
"Afgasset","Brd Thorsen",3.5,2,7.07561105909584,-0.579388940904163,NA
"Afgasset","Brd Thorsen",3.625,2,7.0623191405184,-0.592680859481597,NA
"Afgasset","Brd Thorsen",3.75,2,7.04856209842349,-0.60643790157651,NA
"Afgasset","Brd Thorsen",3.875,2,7.03460659220191,-0.620393407798094,NA
"Afgasset","Brd Thorsen",4,2,7.02047185551121,-0.634528144488788,NA
"Afgasset","Brd Thorsen",4.125,2,7.00711510486066,-0.647884895139342,NA
"Afgasset","Brd Thorsen",4.25,2,6.99524795227408,-0.659752047725922,NA
"Afgasset","Brd Thorsen",4.375,2,6.98545314517853,-0.66954685482147,NA
"Afgasset","Brd Thorsen",4.5,2,6.9783134281937,-0.676686571806298,NA
"Afgasset","Brd Thorsen",4.625,2,6.97430231943637,-0.680697680563633,NA
"Afgasset","Brd Thorsen",4.75,2,6.97132471529398,-0.683675284706018,NA
"Afgasset","Brd Thorsen",4.875,2,6.96821407216939,-0.686785927830615,NA
"Afgasset","Brd Thorsen",5,2,6.96492614264772,-0.690073857352283,NA
"Afgasset","Brd Thorsen",5.125,2,6.96156671154121,-0.693433288458791,NA
"Afgasset","Brd Thorsen",5.25,2,6.95824625364466,-0.696753746355345,NA
"Afgasset","Brd Thorsen",5.375,2,6.95507520537793,-0.699924794622075,NA
"Afgasset","Brd Thorsen",5.5,2,6.95213352686842,-0.70286647313158,NA
"Afgasset","Brd Thorsen",5.625,2,6.94941573814561,-0.705584261854387,NA
"Afgasset","Brd Thorsen",5.7,2,6.94786127246401,-0.707138727535993,NA
"Afgasset","Brd Thorsen",5.75,2,6.94681931232427,-0.708180687675731,NA
"Afgasset","Brd Thorsen",5.875,2,6.94403606851876,-0.71096393148124,NA
"Afgasset","Brd Thorsen",6,2,6.94072621482017,-0.71427378517983,NA
"Afgasset","Brd Thorsen",6.125,2,6.93654995931958,-0.718450040680417,NA
"Afgasset","Brd Thorsen",6.25,2,6.93110764401922,-0.723892355980777,NA
"Afgasset","Brd Thorsen",6.375,2,6.92425215896994,-0.730747841030059,NA
"Afgasset","Brd Thorsen",6.5,2,6.91595434451453,-0.739045655485474,NA
"Afgasset","Brd Thorsen",6.625,2,6.90649741842007,-0.748502581579933,NA
"Afgasset","Brd Thorsen",6.75,2,6.8967147876337,-0.758285212366299,NA
"Afgasset","Brd Thorsen",6.875,2,6.88745562512683,-0.767544374873167,NA
"Afgasset","Brd Thorsen",7,2,6.87948823137794,-0.775511768622059,NA
"Afgasset","Brd Thorsen",7.125,2,6.87336082633876,-0.781639173661244,NA
"Afgasset","Brd Thorsen",7.25,2,6.86947471673144,-0.785525283268556,NA
"Afgasset","Brd Thorsen",7.375,2,6.86634321260015,-0.788656787399845,NA
"Afgasset","Brd Thorsen",7.5,2,6.86342467635209,-0.791575323647908,NA
"Afgasset","Brd Thorsen",7.625,2,6.86067954584227,-0.794320454157734,NA
"Afgasset","Brd Thorsen",7.75,2,6.85806890005172,-0.796931099948285,NA
"Afgasset","Brd Thorsen",7.875,2,6.85555951043785,-0.799440489562149,NA
"Afgasset","Brd Thorsen",8,2,6.85312112777337,-0.801878872226627,NA
"Afgasset","Brd Thorsen",8.125,2,6.84941869178576,-0.805581308214236,NA
"Afgasset","Brd Thorsen",8.25,2,6.84321945067547,-0.811780549324534,NA
"Afgasset","Brd Thorsen",8.375,2,6.83516429154067,-0.819835708459325,NA
"Afgasset","Brd Thorsen",8.5,2,6.82589654935895,-0.829103450641053,NA
"Afgasset","Brd Thorsen",8.625,2,6.81602094052899,-0.838979059471012,NA
"Afgasset","Brd Thorsen",8.75,2,6.8061138636055,-0.848886136394499,NA
"Afgasset","Brd Thorsen",8.875,2,6.79663358106838,-0.858366418931618,NA
"Afgasset","Brd Thorsen",9,2,6.78723363637119,-0.867766363628811,NA
"Afgasset","Brd Thorsen",9.125,2,6.77763868872727,-0.877361311272725,NA
"Afgasset","Brd Thorsen",9.25,2,6.76763798918663,-0.88736201081337,NA
"Afgasset","Brd Thorsen",9.375,2,6.75714995463389,-0.89785004536611,NA
"Afgasset","Brd Thorsen",9.5,2,6.74622459926736,-0.908775400732636,NA
"Afgasset","Brd Thorsen",9.625,2,6.73491793430897,-0.920082065691033,NA
"Afgasset","Brd Thorsen",9.75,2,6.72333801656274,-0.931661983437263,NA
"Afgasset","Brd Thorsen",9.875,2,6.71173419905714,-0.943265800942865,NA
"Afgasset","Brd Thorsen",10,2,6.70037764396398,-0.954622356036022,NA
"Afgasset","Brd Thorsen",10.125,2,6.68944718562865,-0.96555281437135,NA
"Afgasset","Brd Thorsen",10.25,2,6.67899089447699,-0.976009105523009,NA
"Afgasset","Brd Thorsen",10.375,2,6.66904692092237,-0.985953079077631,NA
"Afgasset","Brd Thorsen",10.5,2,6.65962846818434,-0.995371531815659,NA
"Afgasset","Brd Thorsen",10.625,2,6.65051274269717,-1.00448725730283,NA
"Afgasset","Brd Thorsen",10.75,2,6.64134698506132,-1.01365301493868,NA
"Afgasset","Brd Thorsen",10.875,2,6.63178175582782,-1.02321824417218,NA
"Afgasset","Brd Thorsen",11,2,6.62147690635497,-1.03352309364503,NA
"Afgasset","Brd Thorsen",11.125,2,6.61009338546704,-1.04490661453296,NA
"Afgasset","Brd Thorsen",11.25,2,6.59729639147707,-1.05770360852293,NA
"Afgasset","Brd Thorsen",11.375,2,6.58303334034306,-1.07196665965694,NA
"Afgasset","Brd Thorsen",11.5,2,6.56770556252797,-1.08729443747203,NA
"Afgasset","Brd Thorsen",11.625,2,6.55179567827162,-1.10320432172838,NA
"Afgasset","Brd Thorsen",11.75,2,6.53590046300968,-1.11909953699032,NA
"Afgasset","Brd Thorsen",11.875,2,6.5206367851491,-1.1343632148509,NA
"Afgasset","Brd Thorsen",12,2,6.5066215130968,-1.1483784869032,NA
"Afgasset","Brd Thorsen",12.125,2,6.49435616107269,-1.16064383892731,NA
"Afgasset","Brd Thorsen",12.25,2,6.48374400772512,-1.17125599227488,NA
"Afgasset","Brd Thorsen",12.375,2,6.47442174801483,-1.18057825198517,NA
"Afgasset","Brd Thorsen",12.5,2,6.46572450073265,-1.18927549926735,NA
"Afgasset","Brd Thorsen",12.625,2,6.45690982872444,-1.19809017127556,NA
"Afgasset","Brd Thorsen",12.75,2,6.44723529477078,-1.20776470522922,NA
"Afgasset","Brd Thorsen",12.875,2,6.43597328548233,-1.21902671451767,NA
"Afgasset","Brd Thorsen",13,2,6.42272456699232,-1.23227543300768,NA
"Afgasset","Brd Thorsen",13.125,2,6.40748918203894,-1.24751081796106,NA
"Afgasset","Brd Thorsen",13.25,2,6.39074897448942,-1.26425102551058,NA
"Afgasset","Brd Thorsen",13.375,2,6.37316034400419,-1.28183965599581,NA
"Afgasset","Brd Thorsen",13.5,2,6.35537998670798,-1.29962001329202,NA
"Afgasset","Brd Thorsen",13.625,2,6.33806450048217,-1.31693549951783,NA
"Afgasset","Brd Thorsen",13.75,2,6.32174802182627,-1.33325197817373,NA
