"app.timing","air.temp","wind.2m","rain.rate","app.mthd","incorp","t.incorp","app.rate.ni","man.source","acid","man.dm","man.ph","ct","tan.app","id","EF","EFp","app.mthd.nm","app.mthd.pnm","incorp.nm"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Open slot injection","None",NA,0,"Svinegylle",FALSE,3.9,7.2,168,100,15,0.1,10,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Closed slot injection","None",NA,0,"Svinegylle",FALSE,3.9,7.2,168,100,16,0.018,1.8,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Closed slot injection","None",NA,0,"Svinegylle",FALSE,3.9,7.2,168,100,17,0.018,1.8,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Closed slot injection","None",NA,0,"Svinegylle",FALSE,3.9,7.2,168,100,18,0.018,1.8,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Closed slot injection","None",NA,0,"Svinegylle",FALSE,3.9,7.2,168,100,19,0.018,1.8,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Closed slot injection","None",NA,0,"Svinegylle",FALSE,3.9,7.2,168,100,20,0.018,1.8,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Trailing hose","None",NA,30,"Kvæggylle",FALSE,6.5,7,168,100,21,0.22,22,"Slæbeslange","Slæbeslange","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Trailing hose","None",NA,30,"Kvæggylle",FALSE,6.5,7,168,100,22,0.26,26,"Slæbeslange","Slæbeslange","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Trailing hose","None",NA,30,"Kvæggylle",FALSE,6.5,7,168,100,23,0.3,30,"Slæbeslange","Slæbeslange","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Trailing hose","None",NA,30,"Kvæggylle",FALSE,6.5,7,168,100,24,0.33,33,"Slæbeslange","Slæbeslange","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Trailing hose","None",NA,30,"Kvæggylle",FALSE,6.5,7,168,100,25,0.31,31,"Slæbeslange","Slæbeslange","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Trailing hose","Deep",4,30,"Kvæggylle",FALSE,6.5,7,168,100,26,0.029,2.9,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Trailing hose","Deep",4,30,"Kvæggylle",FALSE,6.5,7,168,100,27,0.045,4.5,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Trailing hose","Deep",4,30,"Kvæggylle",FALSE,6.5,7,168,100,28,0.071,7.1,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Trailing hose","Deep",4,30,"Kvæggylle",FALSE,6.5,7,168,100,29,0.11,11,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Trailing hose","Deep",4,30,"Kvæggylle",FALSE,6.5,7,168,100,30,0.088,8.8,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Open slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,31,0.12,12,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Open slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,32,0.13,13,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Open slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,33,0.15,15,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Open slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,34,0.16,16,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Open slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,35,0.15,15,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Closed slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,36,0.016,1.6,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Closed slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,37,0.016,1.6,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Closed slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,38,0.016,1.6,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Closed slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,39,0.016,1.6,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Closed slot injection","None",NA,0,"Kvæggylle",FALSE,6.5,7,168,100,40,0.016,1.6,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Trailing hose","None",NA,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,41,0.36,36,"Slæbeslange","Slæbeslange","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Trailing hose","None",NA,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,42,0.39,39,"Slæbeslange","Slæbeslange","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Trailing hose","None",NA,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,43,0.41,41,"Slæbeslange","Slæbeslange","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Trailing hose","None",NA,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,44,0.42,42,"Slæbeslange","Slæbeslange","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Trailing hose","None",NA,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,45,0.41,41,"Slæbeslange","Slæbeslange","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Trailing hose","Deep",4,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,46,0.087,8.7,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Trailing hose","Deep",4,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,47,0.13,13,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Trailing hose","Deep",4,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,48,0.2,20,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Trailing hose","Deep",4,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,49,0.27,27,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Trailing hose","Deep",4,30,"Afgasset biomasse",FALSE,6.9,7.9,168,100,50,0.23,23,"Slæbeslange + Nedbringning inden 4 timer","Slæbeslange +
Nedbringning
inden 4 timer","Nedbringning
inden 4 timer"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Open slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,51,0.2,20,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Open slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,52,0.21,21,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Open slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,53,0.21,21,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Open slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,54,0.22,22,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Open slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,55,0.22,22,"Nedfældning i græs","Nedfældning
i græs","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Closed slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,56,0.027,2.7,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Closed slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,57,0.027,2.7,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Closed slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,58,0.027,2.7,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Closed slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,59,0.027,2.7,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Closed slot injection","None",NA,0,"Afgasset biomasse",FALSE,6.9,7.9,168,100,60,0.027,2.7,"Nedfældning på sort jord","Nedfældning
på sort jord","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Trailing hose","None",NA,30,"Svinegylle",TRUE,3.9,6.47,168,100,61,0.096,9.6,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Trailing hose","None",NA,30,"Svinegylle",TRUE,3.9,6.47,168,100,62,0.11,11,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Trailing hose","None",NA,30,"Svinegylle",TRUE,3.9,6.47,168,100,63,0.12,12,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Trailing hose","None",NA,30,"Svinegylle",TRUE,3.9,6.47,168,100,64,0.12,12,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Trailing hose","None",NA,30,"Svinegylle",TRUE,3.9,6.47,168,100,65,0.12,12,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Trailing hose","None",NA,30,"Kvæggylle",TRUE,6.5,6.47,168,100,66,0.15,15,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Trailing hose","None",NA,30,"Kvæggylle",TRUE,6.5,6.47,168,100,67,0.19,19,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Trailing hose","None",NA,30,"Kvæggylle",TRUE,6.5,6.47,168,100,68,0.23,23,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Trailing hose","None",NA,30,"Kvæggylle",TRUE,6.5,6.47,168,100,69,0.28,28,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Trailing hose","None",NA,30,"Kvæggylle",TRUE,6.5,6.47,168,100,70,0.25,25,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Marts",4.43101207056639,4.05891613991413,0.0599629009095261,"Trailing hose","None",NA,30,"Afgasset biomasse",TRUE,6.9,6.52,168,100,71,0.15,15,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"April",8.23645983645984,3.84445591865745,0.0552119412831931,"Trailing hose","None",NA,30,"Afgasset biomasse",TRUE,6.9,6.52,168,100,72,0.2,20,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Maj",12.4492495309568,3.48391526295633,0.0702993488962998,"Trailing hose","None",NA,30,"Afgasset biomasse",TRUE,6.9,6.52,168,100,73,0.25,25,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Sommer",16.8762259816193,3.15624012423227,0.105925308296069,"Trailing hose","None",NA,30,"Afgasset biomasse",TRUE,6.9,6.52,168,100,74,0.3,30,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
"Efterår",14.4977479635841,3.32276959833633,0.128260170445409,"Trailing hose","None",NA,30,"Afgasset biomasse",TRUE,6.9,6.52,168,100,75,0.27,27,"Slæbeslange + markforsuring","Slæbeslange +
markforsuring","Ikke"
