"","Var1","Var2","Var3","Freq"
"158","6109","2008","temp",366
"159","6116","2008","temp",366
"160","6126","2008","temp",366
"161","6135","2008","temp",366
"162","6019","2009","temp",365
"163","6031","2009","temp",365
"164","6069","2009","temp",365
"165","6109","2009","temp",365
"166","6116","2009","temp",365
"167","6126","2009","temp",365
"168","6135","2009","temp",365
"169","6019","2010","temp",365
"170","6031","2010","temp",365
"171","6069","2010","temp",365
"172","6109","2010","temp",365
"173","6116","2010","temp",365
"174","6126","2010","temp",365
"175","6135","2010","temp",365
"176","6019","2011","temp",365
"177","6031","2011","temp",365
"178","6069","2011","temp",365
"179","6109","2011","temp",365
"180","6116","2011","temp",365
"181","6126","2011","temp",365
"182","6135","2011","temp",365
"183","6019","2012","temp",366
"184","6031","2012","temp",366
"185","6069","2012","temp",366
"186","6109","2012","temp",366
"187","6116","2012","temp",366
"188","6126","2012","temp",366
"189","6135","2012","temp",366
"190","6019","2013","temp",1
"191","6031","2013","temp",1
"192","6069","2013","temp",1
"193","6109","2013","temp",1
"194","6116","2013","temp",1
"195","6126","2013","temp",1
"196","6135","2013","temp",1
"197","6019","2014","temp",365
"198","6031","2014","temp",365
"199","6069","2014","temp",365
"200","6109","2014","temp",365
"201","6116","2014","temp",365
"202","6126","2014","temp",365
"203","6135","2014","temp",365
"204","6019","2015","temp",365
"205","6031","2015","temp",365
"206","6069","2015","temp",365
"207","6109","2015","temp",365
"208","6116","2015","temp",365
"209","6126","2015","temp",365
"210","6135","2015","temp",365
"211","6019","2016","temp",366
"212","6031","2016","temp",366
"213","6069","2016","temp",366
"214","6109","2016","temp",366
"215","6116","2016","temp",366
"216","6126","2016","temp",366
"217","6135","2016","temp",366
"218","6019","2017","temp",365
"219","6031","2017","temp",365
"220","6069","2017","temp",365
"221","6109","2017","temp",365
"222","6116","2017","temp",365
"223","6126","2017","temp",365
"224","6135","2017","temp",365
"225","6019","2018","temp",365
"226","6031","2018","temp",365
"227","6069","2018","temp",365
"228","6109","2018","temp",365
"229","6116","2018","temp",365
"230","6126","2018","temp",365
"231","6135","2018","temp",365
"232","6019","2019","temp",365
"233","6031","2019","temp",365
"234","6069","2019","temp",365
"235","6109","2019","temp",365
"236","6116","2019","temp",365
"237","6126","2019","temp",365
"238","6135","2019","temp",365
"239","6019","2020","temp",1
"240","6031","2020","temp",1
"241","6069","2020","temp",1
"242","6109","2020","temp",1
"243","6116","2020","temp",1
"244","6126","2020","temp",1
"245","6135","2020","temp",1
"246","6019","1985","wv",0
"247","6031","1985","wv",0
"248","6069","1985","wv",0
"249","6109","1985","wv",0
"250","6116","1985","wv",365
"251","6126","1985","wv",0
"252","6135","1985","wv",0
"253","6019","1987","wv",365
"254","6031","1987","wv",365
"255","6069","1987","wv",0
"256","6109","1987","wv",365
"257","6116","1987","wv",365
"258","6126","1987","wv",365
"259","6135","1987","wv",365
"260","6019","1988","wv",366
"261","6031","1988","wv",366
"262","6069","1988","wv",0
"263","6109","1988","wv",366
"264","6116","1988","wv",366
"265","6126","1988","wv",366
"266","6135","1988","wv",366
"267","6019","1989","wv",365
"268","6031","1989","wv",365
"269","6069","1989","wv",0
"270","6109","1989","wv",365
"271","6116","1989","wv",365
"272","6126","1989","wv",365
"273","6135","1989","wv",365
"274","6019","1990","wv",365
"275","6031","1990","wv",365
"276","6069","1990","wv",0
"277","6109","1990","wv",365
"278","6116","1990","wv",365
"279","6126","1990","wv",365
"280","6135","1990","wv",365
"281","6019","1991","wv",365
"282","6031","1991","wv",365
"283","6069","1991","wv",0
"284","6109","1991","wv",365
"285","6116","1991","wv",365
"286","6126","1991","wv",365
"287","6135","1991","wv",365
"288","6019","1992","wv",366
"289","6031","1992","wv",366
"290","6069","1992","wv",0
"291","6109","1992","wv",366
"292","6116","1992","wv",366
"293","6126","1992","wv",366
"294","6135","1992","wv",366
"295","6019","1993","wv",365
"296","6031","1993","wv",365
"297","6069","1993","wv",0
"298","6109","1993","wv",365
"299","6116","1993","wv",365
"300","6126","1993","wv",365
"301","6135","1993","wv",365
"302","6019","1994","wv",365
"303","6031","1994","wv",365
"304","6069","1994","wv",0
"305","6109","1994","wv",365
"306","6116","1994","wv",365
"307","6126","1994","wv",365
"308","6135","1994","wv",365
"309","6019","1995","wv",365
"310","6031","1995","wv",365
"311","6069","1995","wv",0
"312","6109","1995","wv",365
"313","6116","1995","wv",365
"314","6126","1995","wv",365
"315","6135","1995","wv",365
"316","6019","1996","wv",366
"317","6031","1996","wv",366
"318","6069","1996","wv",0
"319","6109","1996","wv",366
"320","6116","1996","wv",366
"321","6126","1996","wv",366
"322","6135","1996","wv",366
"323","6019","1997","wv",365
"324","6031","1997","wv",365
"325","6069","1997","wv",0
"326","6109","1997","wv",365
"327","6116","1997","wv",365
"328","6126","1997","wv",365
"329","6135","1997","wv",365
"330","6019","1998","wv",365
"331","6031","1998","wv",365
"332","6069","1998","wv",0
"333","6109","1998","wv",365
"334","6116","1998","wv",365
"335","6126","1998","wv",365
"336","6135","1998","wv",365
"337","6019","1999","wv",365
"338","6031","1999","wv",365
"339","6069","1999","wv",59
"340","6109","1999","wv",365
"341","6116","1999","wv",365
"342","6126","1999","wv",365
"343","6135","1999","wv",365
"344","6019","2000","wv",366
"345","6031","2000","wv",366
"346","6069","2000","wv",366
"347","6109","2000","wv",366
"348","6116","2000","wv",366
"349","6126","2000","wv",366
"350","6135","2000","wv",366
"351","6019","2001","wv",365
"352","6031","2001","wv",365
"353","6069","2001","wv",365
"354","6109","2001","wv",365
"355","6116","2001","wv",365
"356","6126","2001","wv",365
"357","6135","2001","wv",365
"358","6019","2002","wv",365
"359","6031","2002","wv",365
"360","6069","2002","wv",365
"361","6109","2002","wv",365
"362","6116","2002","wv",365
"363","6126","2002","wv",365
"364","6135","2002","wv",365
"365","6019","2003","wv",365
"366","6031","2003","wv",358
"367","6069","2003","wv",365
"368","6109","2003","wv",365
"369","6116","2003","wv",365
"370","6126","2003","wv",365
"371","6135","2003","wv",365
"372","6019","2004","wv",366
"373","6031","2004","wv",362
"374","6069","2004","wv",366
"375","6109","2004","wv",366
"376","6116","2004","wv",366
"377","6126","2004","wv",366
"378","6135","2004","wv",366
"379","6019","2005","wv",365
"380","6031","2005","wv",365
"381","6069","2005","wv",365
"382","6109","2005","wv",365
"383","6116","2005","wv",365
"384","6126","2005","wv",365
"385","6135","2005","wv",365
"386","6019","2006","wv",365
"387","6031","2006","wv",365
"388","6069","2006","wv",365
"389","6109","2006","wv",365
"390","6116","2006","wv",365
"391","6126","2006","wv",365
"392","6135","2006","wv",365
"393","6019","2007","wv",365
"394","6031","2007","wv",365
"395","6069","2007","wv",365
"396","6109","2007","wv",365
"397","6116","2007","wv",365
"398","6126","2007","wv",365
"399","6135","2007","wv",365
"400","6019","2008","wv",366
"401","6031","2008","wv",366
"402","6069","2008","wv",366
"403","6109","2008","wv",366
"404","6116","2008","wv",366
"405","6126","2008","wv",366
"406","6135","2008","wv",366
"407","6019","2009","wv",365
"408","6031","2009","wv",365
"409","6069","2009","wv",365
"410","6109","2009","wv",365
"411","6116","2009","wv",365
"412","6126","2009","wv",365
"413","6135","2009","wv",365
"414","6019","2010","wv",365
"415","6031","2010","wv",365
"416","6069","2010","wv",365
"417","6109","2010","wv",365
"418","6116","2010","wv",365
"419","6126","2010","wv",365
"420","6135","2010","wv",365
"421","6019","2011","wv",365
"422","6031","2011","wv",365
"423","6069","2011","wv",365
"424","6109","2011","wv",365
"425","6116","2011","wv",365
"426","6126","2011","wv",365
"427","6135","2011","wv",365
"428","6019","2012","wv",366
"429","6031","2012","wv",366
"430","6069","2012","wv",366
"431","6109","2012","wv",366
"432","6116","2012","wv",366
"433","6126","2012","wv",366
"434","6135","2012","wv",366
"435","6019","2013","wv",1
"436","6031","2013","wv",1
"437","6069","2013","wv",1
"438","6109","2013","wv",1
"439","6116","2013","wv",1
"440","6126","2013","wv",1
"441","6135","2013","wv",1
"442","6019","2014","wv",365
"443","6031","2014","wv",365
"444","6069","2014","wv",365
"445","6109","2014","wv",365
"446","6116","2014","wv",365
"447","6126","2014","wv",365
"448","6135","2014","wv",365
"449","6019","2015","wv",365
"450","6031","2015","wv",365
"451","6069","2015","wv",365
"452","6109","2015","wv",365
"453","6116","2015","wv",365
"454","6126","2015","wv",365
"455","6135","2015","wv",365
"456","6019","2016","wv",366
"457","6031","2016","wv",366
"458","6069","2016","wv",366
"459","6109","2016","wv",366
"460","6116","2016","wv",366
"461","6126","2016","wv",366
"462","6135","2016","wv",366
"463","6019","2017","wv",365
"464","6031","2017","wv",365
"465","6069","2017","wv",365
"466","6109","2017","wv",365
"467","6116","2017","wv",365
"468","6126","2017","wv",365
"469","6135","2017","wv",365
"470","6019","2018","wv",365
"471","6031","2018","wv",365
"472","6069","2018","wv",365
"473","6109","2018","wv",365
"474","6116","2018","wv",365
"475","6126","2018","wv",365
"476","6135","2018","wv",365
"477","6019","2019","wv",365
"478","6031","2019","wv",365
"479","6069","2019","wv",365
"480","6109","2019","wv",365
"481","6116","2019","wv",365
"482","6126","2019","wv",365
"483","6135","2019","wv",365
"484","6019","2020","wv",1
"485","6031","2020","wv",1
"486","6069","2020","wv",1
"487","6109","2020","wv",1
"488","6116","2020","wv",1
"489","6126","2020","wv",1
"490","6135","2020","wv",1
"491","6019","1985","wind.2m",0
"492","6031","1985","wind.2m",0
"493","6069","1985","wind.2m",0
"494","6109","1985","wind.2m",0
"495","6116","1985","wind.2m",365
"496","6126","1985","wind.2m",0
"497","6135","1985","wind.2m",0
"498","6019","1987","wind.2m",365
"499","6031","1987","wind.2m",365
"500","6069","1987","wind.2m",0
"501","6109","1987","wind.2m",365
"502","6116","1987","wind.2m",365
"503","6126","1987","wind.2m",365
"504","6135","1987","wind.2m",365
"505","6019","1988","wind.2m",366
"506","6031","1988","wind.2m",366
"507","6069","1988","wind.2m",0
"508","6109","1988","wind.2m",366
"509","6116","1988","wind.2m",366
"510","6126","1988","wind.2m",366
"511","6135","1988","wind.2m",366
"512","6019","1989","wind.2m",365
"513","6031","1989","wind.2m",365
"514","6069","1989","wind.2m",0
"515","6109","1989","wind.2m",365
"516","6116","1989","wind.2m",365
"517","6126","1989","wind.2m",365
"518","6135","1989","wind.2m",365
"519","6019","1990","wind.2m",365
"520","6031","1990","wind.2m",365
"521","6069","1990","wind.2m",0
"522","6109","1990","wind.2m",365
"523","6116","1990","wind.2m",365
"524","6126","1990","wind.2m",365
"525","6135","1990","wind.2m",365
"526","6019","1991","wind.2m",365
"527","6031","1991","wind.2m",365
"528","6069","1991","wind.2m",0
"529","6109","1991","wind.2m",365
"530","6116","1991","wind.2m",365
"531","6126","1991","wind.2m",365
"532","6135","1991","wind.2m",365
"533","6019","1992","wind.2m",366
"534","6031","1992","wind.2m",366
"535","6069","1992","wind.2m",0
"536","6109","1992","wind.2m",366
"537","6116","1992","wind.2m",366
"538","6126","1992","wind.2m",366
"539","6135","1992","wind.2m",366
"540","6019","1993","wind.2m",365
"541","6031","1993","wind.2m",365
"542","6069","1993","wind.2m",0
"543","6109","1993","wind.2m",365
"544","6116","1993","wind.2m",365
"545","6126","1993","wind.2m",365
"546","6135","1993","wind.2m",365
"547","6019","1994","wind.2m",365
"548","6031","1994","wind.2m",365
"549","6069","1994","wind.2m",0
"550","6109","1994","wind.2m",365
"551","6116","1994","wind.2m",365
"552","6126","1994","wind.2m",365
"553","6135","1994","wind.2m",365
"554","6019","1995","wind.2m",365
"555","6031","1995","wind.2m",365
"556","6069","1995","wind.2m",0
"557","6109","1995","wind.2m",365
"558","6116","1995","wind.2m",365
"559","6126","1995","wind.2m",365
"560","6135","1995","wind.2m",365
"561","6019","1996","wind.2m",366
"562","6031","1996","wind.2m",366
"563","6069","1996","wind.2m",0
"564","6109","1996","wind.2m",366
"565","6116","1996","wind.2m",366
"566","6126","1996","wind.2m",366
"567","6135","1996","wind.2m",366
"568","6019","1997","wind.2m",365
"569","6031","1997","wind.2m",365
"570","6069","1997","wind.2m",0
"571","6109","1997","wind.2m",365
"572","6116","1997","wind.2m",365
"573","6126","1997","wind.2m",365
"574","6135","1997","wind.2m",365
"575","6019","1998","wind.2m",365
"576","6031","1998","wind.2m",365
"577","6069","1998","wind.2m",0
"578","6109","1998","wind.2m",365
"579","6116","1998","wind.2m",365
"580","6126","1998","wind.2m",365
"581","6135","1998","wind.2m",365
"582","6019","1999","wind.2m",365
"583","6031","1999","wind.2m",365
"584","6069","1999","wind.2m",59
"585","6109","1999","wind.2m",365
"586","6116","1999","wind.2m",365
"587","6126","1999","wind.2m",365
"588","6135","1999","wind.2m",365
"589","6019","2000","wind.2m",366
"590","6031","2000","wind.2m",366
"591","6069","2000","wind.2m",366
"592","6109","2000","wind.2m",366
"593","6116","2000","wind.2m",366
"594","6126","2000","wind.2m",366
"595","6135","2000","wind.2m",366
"596","6019","2001","wind.2m",365
"597","6031","2001","wind.2m",365
"598","6069","2001","wind.2m",365
"599","6109","2001","wind.2m",365
"600","6116","2001","wind.2m",365
"601","6126","2001","wind.2m",365
"602","6135","2001","wind.2m",365
"603","6019","2002","wind.2m",365
"604","6031","2002","wind.2m",365
"605","6069","2002","wind.2m",365
"606","6109","2002","wind.2m",365
"607","6116","2002","wind.2m",365
"608","6126","2002","wind.2m",365
"609","6135","2002","wind.2m",365
"610","6019","2003","wind.2m",365
"611","6031","2003","wind.2m",358
"612","6069","2003","wind.2m",365
"613","6109","2003","wind.2m",365
"614","6116","2003","wind.2m",365
"615","6126","2003","wind.2m",365
"616","6135","2003","wind.2m",365
"617","6019","2004","wind.2m",366
"618","6031","2004","wind.2m",362
"619","6069","2004","wind.2m",366
"620","6109","2004","wind.2m",366
"621","6116","2004","wind.2m",366
"622","6126","2004","wind.2m",366
"623","6135","2004","wind.2m",366
"624","6019","2005","wind.2m",365
"625","6031","2005","wind.2m",365
"626","6069","2005","wind.2m",365
"627","6109","2005","wind.2m",365
"628","6116","2005","wind.2m",365
"629","6126","2005","wind.2m",365
"630","6135","2005","wind.2m",365
"631","6019","2006","wind.2m",365
"632","6031","2006","wind.2m",365
"633","6069","2006","wind.2m",365
"634","6109","2006","wind.2m",365
"635","6116","2006","wind.2m",365
"636","6126","2006","wind.2m",365
"637","6135","2006","wind.2m",365
"638","6019","2007","wind.2m",365
"639","6031","2007","wind.2m",365
"640","6069","2007","wind.2m",365
"641","6109","2007","wind.2m",365
"642","6116","2007","wind.2m",365
"643","6126","2007","wind.2m",365
"644","6135","2007","wind.2m",365
"645","6019","2008","wind.2m",366
"646","6031","2008","wind.2m",366
"647","6069","2008","wind.2m",366
"648","6109","2008","wind.2m",366
"649","6116","2008","wind.2m",366
"650","6126","2008","wind.2m",366
"651","6135","2008","wind.2m",366
"652","6019","2009","wind.2m",365
"653","6031","2009","wind.2m",365
"654","6069","2009","wind.2m",365
"655","6109","2009","wind.2m",365
"656","6116","2009","wind.2m",365
"657","6126","2009","wind.2m",365
"658","6135","2009","wind.2m",365
"659","6019","2010","wind.2m",365
"660","6031","2010","wind.2m",365
"661","6069","2010","wind.2m",365
"662","6109","2010","wind.2m",365
"663","6116","2010","wind.2m",365
"664","6126","2010","wind.2m",365
"665","6135","2010","wind.2m",365
"666","6019","2011","wind.2m",365
"667","6031","2011","wind.2m",365
"668","6069","2011","wind.2m",365
"669","6109","2011","wind.2m",365
"670","6116","2011","wind.2m",365
"671","6126","2011","wind.2m",365
"672","6135","2011","wind.2m",365
"673","6019","2012","wind.2m",366
"674","6031","2012","wind.2m",366
"675","6069","2012","wind.2m",366
"676","6109","2012","wind.2m",366
"677","6116","2012","wind.2m",366
"678","6126","2012","wind.2m",366
"679","6135","2012","wind.2m",366
"680","6019","2013","wind.2m",1
"681","6031","2013","wind.2m",1
"682","6069","2013","wind.2m",1
"683","6109","2013","wind.2m",1
"684","6116","2013","wind.2m",1
"685","6126","2013","wind.2m",1
"686","6135","2013","wind.2m",1
"687","6019","2014","wind.2m",365
"688","6031","2014","wind.2m",365
"689","6069","2014","wind.2m",365
"690","6109","2014","wind.2m",365
"691","6116","2014","wind.2m",365
"692","6126","2014","wind.2m",365
"693","6135","2014","wind.2m",365
"694","6019","2015","wind.2m",365
"695","6031","2015","wind.2m",365
"696","6069","2015","wind.2m",365
"697","6109","2015","wind.2m",365
"698","6116","2015","wind.2m",365
"699","6126","2015","wind.2m",365
"700","6135","2015","wind.2m",365
"701","6019","2016","wind.2m",366
"702","6031","2016","wind.2m",366
"703","6069","2016","wind.2m",366
"704","6109","2016","wind.2m",366
"705","6116","2016","wind.2m",366
"706","6126","2016","wind.2m",366
"707","6135","2016","wind.2m",366
"708","6019","2017","wind.2m",365
"709","6031","2017","wind.2m",365
"710","6069","2017","wind.2m",365
"711","6109","2017","wind.2m",365
"712","6116","2017","wind.2m",365
"713","6126","2017","wind.2m",365
"714","6135","2017","wind.2m",365
"715","6019","2018","wind.2m",365
"716","6031","2018","wind.2m",365
"717","6069","2018","wind.2m",365
"718","6109","2018","wind.2m",365
"719","6116","2018","wind.2m",365
"720","6126","2018","wind.2m",365
"721","6135","2018","wind.2m",365
"722","6019","2019","wind.2m",365
"723","6031","2019","wind.2m",365
"724","6069","2019","wind.2m",365
"725","6109","2019","wind.2m",365
"726","6116","2019","wind.2m",365
"727","6126","2019","wind.2m",365
"728","6135","2019","wind.2m",365
"729","6019","2020","wind.2m",1
"730","6031","2020","wind.2m",1
"731","6069","2020","wind.2m",1
"732","6109","2020","wind.2m",1
"733","6116","2020","wind.2m",1
"734","6126","2020","wind.2m",1
"735","6135","2020","wind.2m",1
