"animal","dose.kg.t","n","pH","buff.int","dose.mmol.kg","n.max"
"Afgasset",16.75,9,5.7904805197729,NA,170.716294997758,11
"Afgasset",16.875,9,5.75108968996296,NA,171.990297199234,11
"Afgasset",17,9,5.70949634929925,NA,173.264299400709,11
"Afgasset",17.125,9,5.6653716774041,NA,174.538301602185,11
"Afgasset",17.25,9,5.61821360607425,NA,175.812303803661,11
"Afgasset",17.375,9,5.56744010482328,NA,177.086306005137,11
"Afgasset",17.5,9,5.51291407112069,NA,178.360308206613,11
"Afgasset",17.625,9,5.45464705452519,NA,179.634310408088,11
"Afgasset",17.75,9,5.39298491835909,NA,180.908312609564,11
"Afgasset",17.875,9,5.32836303448399,NA,182.18231481104,11
"Afgasset",18,9,5.261156961753,NA,183.456317012516,11
"Afgasset",18.125,9,5.19116459978714,NA,184.730319213992,11
"Afgasset",18.25,9,5.11831072831126,NA,186.004321415467,11
"Afgasset",18.375,8,5.20855913810417,NA,187.278323616943,11
"Afgasset",18.5,8,5.14844625336725,NA,188.552325818419,11
"Afgasset",18.625,7,5.16836759940182,NA,189.826328019895,11
"Afgasset",18.75,7,5.10110652429326,NA,191.100330221371,11
"Afgasset",18.875,5,5.4370700490265,NA,192.374332422846,11
"Afgasset",19,5,5.38543410526687,NA,193.648334624322,11
"Afgasset",19.125,5,5.33213492633558,NA,194.922336825798,11
"Afgasset",19.25,4,5.46136662286346,NA,196.196339027274,11
"Afgasset",19.375,4,5.41475974893131,NA,197.47034122875,11
"Afgasset",19.5,4,5.3696598557782,NA,198.744343430225,11
"Afgasset",19.625,4,5.32583709790611,NA,200.018345631701,11
"Afgasset",19.75,4,5.28195888123302,NA,201.292347833177,11
"Afgasset",19.875,4,5.23837021125325,NA,202.566350034653,11
"Afgasset",20,3,5.50227530739511,NA,203.840352236129,11
"Afgasset",20.125,2,6.0436377577014,NA,205.114354437604,11
"Afgasset",20.25,2,6.03118757219845,NA,206.38835663908,11
"Afgasset",20.375,2,6.0198891131883,NA,207.662358840556,11
"Afgasset",20.5,2,6.00800740986112,NA,208.936361042032,11
"Afgasset",20.625,2,5.99477060575216,NA,210.210363243508,11
"Afgasset",20.75,2,5.97956732947511,NA,211.484365444983,11
"Afgasset",20.875,2,5.96183770150358,NA,212.758367646459,11
"Afgasset",21,2,5.94124107982769,NA,214.032369847935,11
"Afgasset",21.125,2,5.91751991030419,NA,215.306372049411,11
"Afgasset",21.25,2,5.89107745926186,NA,216.580374250887,11
"Afgasset",21.375,2,5.8632546714169,NA,217.854376452362,11
"Afgasset",21.5,2,5.83550538585524,NA,219.128378653838,11
"Afgasset",21.625,2,5.80886356553813,NA,220.402380855314,11
"Afgasset",21.75,2,5.78311541317026,NA,221.67638305679,11
"Afgasset",21.875,2,5.75533391392571,NA,222.950385258266,11
"Afgasset",22,2,5.72511327120854,NA,224.224387459742,11
"Afgasset",22.125,2,5.69049918900669,NA,225.498389661217,11
"Afgasset",22.25,2,5.64908235526036,NA,226.772391862693,11
"Afgasset",22.375,2,5.59889364928877,NA,228.046394064169,11
"Afgasset",22.5,2,5.53886126877335,NA,229.320396265645,11
"Afgasset",22.625,2,5.46790038284197,NA,230.594398467121,11
"Afgasset",22.75,2,5.38681220703325,NA,231.868400668596,11
"Afgasset",22.875,2,5.29855531276234,NA,233.142402870072,11
"Afgasset",23,2,5.20661418865868,NA,234.416405071548,11
"Afgasset",23.125,2,5.11411592811769,NA,235.690407273024,11
"Afgasset",23.25,2,5.02417058384569,NA,236.9644094745,11
"Afgasset",23.375,2,4.93983808226133,NA,238.238411675975,11
"Afgasset",23.5,2,4.86352908279628,NA,239.512413877451,11
"Afgasset",23.625,2,4.79724825454392,NA,240.786416078927,11
"Afgasset",23.75,2,4.7424839578192,NA,242.060418280403,11
"Afgasset",23.875,2,4.69958320712996,NA,243.334420481879,11
"Afgasset",24,1,5.35065486741403,40.6551159490928,244.608422683354,11
"Afgasset",24.125,1,5.3309996690232,46.6897827570922,245.88242488483,11
"Afgasset",24.25,1,5.30777605431035,51.9207539571988,247.156427086306,11
"Afgasset",24.375,1,5.27629978807283,55.9276123827153,248.430429287782,11
"Afgasset",24.5,1,5.23209006006444,58.2487065027876,249.704431489258,11
"Afgasset",24.625,1,5.17105931757689,58.3513885204376,250.978433690733,11
"Afgasset",24.75,1,5.08915363105189,55.6969405246342,252.252435892209,11
"Afgasset",24.875,1,4.98234261049425,49.7444588920924,253.526438093685,11
"Afgasset",25,1,4.84687292152835,39.9273146340484,254.800440295161,11
"Kvæg",0,8,6.95125,50.3321391858198,0,8
"Kvæg",0.125,8,6.91926139342206,49.4673200277714,1.2740022014758,8
"Kvæg",0.25,8,6.88979702934546,49.417663822283,2.54800440295161,8
"Kvæg",0.375,8,6.86255802790333,50.0770665651741,3.82200660442741,8
"Kvæg",0.5,8,6.8372455092288,51.3394242522642,5.09600880590322,8
"Kvæg",0.625,8,6.81356059345501,53.0986328793729,6.37001100737902,8
"Kvæg",0.75,8,6.79120467383019,55.2480280647927,7.64401320885483,8
"Kvæg",0.875,8,6.76987447363303,57.6393192088776,8.91801541033063,8
"Kvæg",1,8,6.74922283329575,60.0431263999321,10.1920176118064,8
"Kvæg",1.125,8,6.72888973720137,62.2189219654001,11.4660198132822,8
"Kvæg",1.25,8,6.7085151697329,63.9261782327255,12.740022014758,8
"Kvæg",1.375,8,6.68773911527336,64.9243675293524,14.0140242162338,8
"Kvæg",1.5,8,6.66589085432605,64.9914357044248,15.2880264177097,8
"Kvæg",1.625,8,6.64204307690242,64.1912334152227,16.5620286191855,8
"Kvæg",1.75,8,6.61699364551115,62.8946971667699,17.8360308206613,8
"Kvæg",1.875,8,6.5917120316138,61.5064097679294,19.1100330221371,8
"Kvæg",2,8,6.56716770667194,60.4309540275653,20.3840352236129,8
"Kvæg",2.125,8,6.54433070703484,60.0738555969293,21.6580374250887,8
"Kvæg",2.25,8,6.52365909196419,60.7985364570325,22.9320396265645,8
"Kvæg",2.375,8,6.50475679149362,62.5448337864048,24.2060418280403,8
"Kvæg",2.5,8,6.48712305878266,64.9296193798788,25.4800440295161,8
"Kvæg",2.625,8,6.47019392689234,67.5268572967783,26.7540462309919,8
"Kvæg",2.75,8,6.45340542888368,69.9105115964205,28.0280484324677,8
"Kvæg",2.875,8,6.4361885144349,71.6463944842761,29.3020506339435,8
"Kvæg",3,8,6.41810201032551,72.4197412448921,30.5760528354193,8
"Kvæg",3.125,8,6.39924633437178,72.3650148756913,31.8500550368951,8
"Kvæg",3.25,8,6.37995930402702,71.8232888991672,33.1240572383709,8
"Kvæg",3.375,8,6.36060639539922,71.1618025231824,34.3980594398467,8
"Kvæg",3.5,8,6.34155311153974,70.747933040385,35.6720616413225,8
"Kvæg",3.625,8,6.32315131867175,70.9505362416348,36.9460638427983,8
"Kvæg",3.75,8,6.30547279565262,71.8862460239927,38.2200660442741,8
"Kvæg",3.875,8,6.28821707348438,73.3040491056057,39.4940682457499,8
"Kvæg",4,8,6.27098992547695,74.8411191923326,40.7680704472257,8
"Kvæg",4.125,8,6.25338780233662,76.1205194196726,42.0420726487015,8
"Kvæg",4.25,8,6.23500709621149,76.7648866676704,43.3160748501773,8
"Kvæg",4.375,8,6.21549212055724,76.4335869130065,44.5900770516531,8
"Kvæg",4.5,8,6.19479919435482,75.0965493521098,45.8640792531289,8
"Kvæg",4.625,8,6.17313898731149,72.979738969586,47.1380814546048,8
"Kvæg",4.75,8,6.15081660299608,70.4888652403668,48.4120836560806,8
"Kvæg",4.875,8,6.12815080965933,68.0665119033061,49.6860858575564,8
"Kvæg",5,8,6.10546379381203,66.1585656175079,50.9600880590322,8
"Kvæg",5.125,8,6.08300360354886,65.1507711812145,52.234090260508,8
"Kvæg",5.25,8,6.06084255249842,65.2261175666351,53.5080924619838,8
"Kvæg",5.375,8,6.03894479102702,66.3967815999793,54.7820946634596,8
"Kvæg",5.5,8,6.0171447400355,68.3088016733241,56.0560968649354,8
"Kvæg",5.625,8,5.99524849218874,70.5203862086632,57.3300990664112,8
"Kvæg",5.75,8,5.97305154328981,72.5776790771886,58.604101267887,8
"Kvæg",5.875,8,5.95038938430084,74.0956527615761,59.8781034693628,8
"Kvæg",6,8,5.92704816106141,74.6791808156353,61.1521056708386,8
"Kvæg",6.125,8,5.90281818447141,74.0242347005051,62.4261078723144,8
"Kvæg",6.25,8,5.87762492441638,72.3040043340201,63.7001100737902,8
"Kvæg",6.375,8,5.85143166819138,69.8165374539923,64.974112275266,8
"Kvæg",6.5,8,5.82423173626535,66.8551445896421,66.2481144767418,8
"Kvæg",6.625,8,5.79612236541943,63.7022003839914,67.5221166782176,8
"Kvæg",6.75,8,5.76738430267128,60.8337264680427,68.7961188796934,8
"Kvæg",6.875,8,5.7383608227386,58.7000100855685,70.0701210811692,8
"Kvæg",7,8,5.70935106292051,57.4030950898825,71.344123282645,8
"Kvæg",7.125,8,5.68062818621293,56.9426294981466,72.6181254841208,8
"Kvæg",7.25,8,5.65235002951237,57.2478907332303,73.8921276855966,8
"Kvæg",7.375,8,5.62446457824543,58.1015581286337,75.1661298870724,8
"Kvæg",7.5,8,5.59675672966027,59.0934874483948,76.4401320885482,8
"Kvæg",7.625,8,5.56893955020437,59.809102792625,77.714134290024,8
"Kvæg",7.75,8,5.54068134414902,59.9333344657868,78.9881364914999,8
"Kvæg",7.875,8,5.51168826083097,59.2434264900397,80.2621386929757,8
"Kvæg",8,7,5.66812794338508,63.3372149715332,81.5361408944515,8
"Kvæg",8.125,7,5.64307085926522,61.1386544634565,82.8101430959273,8
"Kvæg",8.25,7,5.61762377208323,58.6675529070797,84.0841452974031,8
"Kvæg",8.375,7,5.59201621480014,56.2774432795332,85.3581474988789,8
"Kvæg",8.5,7,5.56650353483474,54.3497765802113,86.6321497003547,8
"Kvæg",8.625,7,5.54125548742143,53.1063592687596,87.9061519018305,8
"Kvæg",8.75,7,5.51620017798063,52.4644537840397,89.1801541033063,8
"Kvæg",8.875,7,5.49118730212524,52.274439432038,90.4541563047821,8
"Kvæg",9,7,5.46602548334267,52.2968810835545,91.7281585062579,8
"Kvæg",9.125,7,5.44058148183257,52.3173788265809,93.0021607077337,8
"Kvæg",9.25,7,5.41476765337267,52.1234427801758,94.2761629092095,8
"Kvæg",9.375,7,5.3886048919035,51.6448674252332,95.5501651106853,8
"Kvæg",9.5,7,5.36226069739953,50.9594519938777,96.8241673121611,8
"Kvæg",9.625,7,5.33592483024498,50.1719810402153,98.0981695136369,8
"Kvæg",9.75,7,5.30987253031273,49.5018270127589,99.3721717151127,8
"Kvæg",9.875,7,5.28426939882429,49.0836318928103,100.646173916589,8
"Kvæg",10,7,5.25920677206334,48.9977669515737,101.920176118064,8
"Kvæg",10.125,7,5.23473032391121,49.2535032040247,103.19417831954,8
"Kvæg",10.25,7,5.21082494461844,49.8116532350279,104.468180521016,8
"Kvæg",10.375,6,5.27934876765562,51.6352493262956,105.742182722492,8
"Kvæg",10.5,6,5.25528255411773,51.7932612243281,107.016184923968,8
"Kvæg",10.625,6,5.23111107911911,51.7863857936334,108.290187125443,8
"Kvæg",10.75,6,5.20689526099594,51.6608189679326,109.564189326919,8
"Kvæg",10.875,6,5.18268900984157,51.4995647907282,110.838191528395,8
"Kvæg",11,6,5.158573449747,51.4113234181717,112.112193729871,8
"Kvæg",11.125,6,5.13462145374062,51.5079660710587,113.386195931347,8
"Kvæg",11.25,6,5.11085233347061,51.8795751558651,114.660198132822,8
"Kvæg",11.375,6,5.08715272100944,52.4591152164093,115.934200334298,8
"Kvæg",11.5,6,5.06347928012914,53.1815789832088,117.208202535774,8
"Kvæg",11.625,5,5.13808927097907,57.0731589914715,118.48220473725,8
"Kvæg",11.75,5,5.1165606967617,58.4958426782131,119.756206938726,8
"Kvæg",11.875,5,5.09529471465108,59.9969669455774,121.030209140201,8
"Kvæg",12,5,5.07436975658395,61.5872072453649,122.304211341677,8
"Kvæg",12.125,3,5.22512936243581,54.2840656132482,123.578213543153,8
"Kvæg",12.25,2,5.40662108469292,43.9347247790147,124.852215744629,8
"Kvæg",12.375,2,5.37764730468515,43.3122296375088,126.126217946105,8
"Kvæg",12.5,2,5.34716028891792,42.591238124194,127.40022014758,8
"Kvæg",12.625,2,5.31457346204841,41.7142171351088,128.674222349056,8
"Kvæg",12.75,2,5.27934148990262,40.5347385227912,129.948224550532,8
"Kvæg",12.875,2,5.2415306171135,39.0118103550553,131.222226752008,8
"Kvæg",13,2,5.20183666535415,37.2838425314492,132.496228953484,8
"Kvæg",13.125,2,5.16104302390086,35.5174214071794,133.770231154959,8
"Kvæg",13.25,2,5.11993345381004,33.8800977119879,135.044233356435,8
"Kvæg",13.375,2,5.07929719961748,32.5547323297101,136.318235557911,8
"Kvæg",13.5,2,5.03945242100773,31.7039123619728,137.592237759387,8
"Kvæg",13.625,2,4.9991416185725,31.350507891833,138.866239960863,8
"Kvæg",13.75,2,4.95671000094502,31.4612595293983,140.140242162338,8
"Kvæg",13.875,1,5.0018857882189,22.744011601242,141.414244363814,8
"Kvæg",14,1,4.91990894779089,21.8819519172621,142.68824656529,8
"Kvæg",14.125,1,4.82010722555601,20.624193639526,143.962248766766,8
"Kvæg",14.25,1,4.70104752631144,18.9113678346063,145.236250968242,8
"Kvæg",14.375,1,4.5662660920219,16.8879657722663,146.510253169717,8
"Kvæg",14.5,1,4.4199556811402,14.7163617446072,147.784255371193,8
"Kvæg",14.625,1,4.26630905211916,12.5589300437303,149.058257572669,8
"Kvæg",14.75,1,4.10951896341158,10.5780449617368,150.332259774145,8
"Kvæg",14.875,1,3.95385107309497,8.93212933643438,151.606261975621,8
"Kvæg",15,1,3.80455712475996,7.73893349445624,152.880264177096,8
"Kvæg",15.125,1,3.66374154190415,7.09040787209808,154.154266378572,8
"Kvæg",15.25,1,3.5324128923834,7.0778118259221,155.428268580048,8
"Kvæg",15.375,1,3.41157974405353,7.79240471249048,156.702270781524,8
"Slagtesvin",0,7,7.19928571428571,-2.81668221647853,0,7
"Slagtesvin",0.125,7,7.1527111371061,5.05338761746876,1.2740022014758,7
"Slagtesvin",0.25,7,7.10877297234589,12.0999137832813,2.54800440295161,7
"Slagtesvin",0.375,7,7.06728361850542,18.3700831524697,3.82200660442741,7
"Slagtesvin",0.5,7,7.02805547408501,23.9110825965443,5.09600880590322,7
"Slagtesvin",0.625,7,6.99090093758499,28.7700989870157,6.37001100737902,7
"Slagtesvin",0.75,7,6.9556381405947,32.9927976458341,7.64401320885483,7
"Slagtesvin",0.875,7,6.92213065250894,36.6028005468321,8.91801541033063,7
"Slagtesvin",1,7,6.89018081869681,39.6107309740135,10.1920176118064,7
"Slagtesvin",1.125,7,6.85957305210479,42.027609562039,11.4660198132822,7
"Slagtesvin",1.25,7,6.83009176567939,43.8644569455693,12.740022014758,7
"Slagtesvin",1.375,7,6.80152142353166,45.1323334522317,14.0140242162338,7
"Slagtesvin",1.5,7,6.77368466991998,45.9010749576741,15.2880264177097,7
"Slagtesvin",1.625,7,6.74655182676046,46.3910386868655,16.5620286191855,7
"Slagtesvin",1.75,7,6.72024621675838,46.8408293119006,17.8360308206613,7
"Slagtesvin",1.875,7,6.69490403516894,47.4891947832858,19.1100330221371,7
"Slagtesvin",2,7,6.6706614772474,48.5748830515271,20.3840352236129,7
"Slagtesvin",2.125,7,6.64764565856417,50.3262790415608,21.6580374250887,7
"Slagtesvin",2.25,7,6.62589262622601,52.8062770600173,22.9320396265645,7
"Slagtesvin",2.375,7,6.60527006744581,55.8486810736734,24.2060418280403,7
"Slagtesvin",2.5,7,6.58555794571866,59.2406070209204,25.4800440295161,7
"Slagtesvin",2.625,7,6.56653608897969,62.7693027740971,26.7540462309919,7
"Slagtesvin",2.75,7,6.54798442953781,66.2221629168992,28.0280484324677,7
"Slagtesvin",2.875,7,6.52970818120463,69.4521169665539,29.3020506339435,7
"Slagtesvin",3,7,6.51166622900053,72.7003444546718,30.5760528354193,7
"Slagtesvin",3.125,7,6.49398036206249,76.3285878379005,31.8500550368951,7
"Slagtesvin",3.25,7,6.47680682415895,80.6696943810865,33.1240572383709,7
"Slagtesvin",3.375,7,6.46030246161724,86.0580064607976,34.3980594398467,7
"Slagtesvin",3.5,7,6.44461913395826,92.8143150886052,35.6720616413225,7
"Slagtesvin",3.625,7,6.42980298180593,100.876605348812,36.9460638427983,7
"Slagtesvin",3.75,7,6.41564371769265,109.498919729959,38.2200660442741,7
"Slagtesvin",3.875,7,6.40184364311368,117.974362692568,39.4940682457499,7
"Slagtesvin",4,7,6.38807457346804,125.585580296435,40.7680704472257,7
"Slagtesvin",4.125,7,6.37400701081106,131.611188720414,42.0420726487015,7
"Slagtesvin",4.25,7,6.3593586441811,135.481952252878,43.3160748501773,7
"Slagtesvin",4.375,7,6.34405784407264,137.308586011606,44.5900770516531,7
"Slagtesvin",4.5,7,6.32825188252388,137.637190073147,45.8640792531289,7
"Slagtesvin",4.625,7,6.31212062900298,136.890413269742,47.1380814546048,7
"Slagtesvin",4.75,7,6.29586496098613,135.541451480645,48.4120836560806,7
"Slagtesvin",4.875,7,6.27967652879027,134.0385959361,49.6860858575564,7
"Slagtesvin",5,7,6.26366364724092,132.681036086914,50.9600880590322,7
"Slagtesvin",5.125,7,6.24778863541545,131.708659250692,52.234090260508,7
"Slagtesvin",5.25,7,6.23194174545754,131.246525109847,53.5080924619838,7
"Slagtesvin",5.375,7,6.2160636968732,131.572317439421,54.7820946634596,7
"Slagtesvin",5.5,7,6.20009982441301,132.935696912699,56.0560968649354,7
"Slagtesvin",5.625,7,6.18402690291242,135.594677218488,57.3300990664112,7
"Slagtesvin",5.75,7,6.16784437046144,139.059126348264,58.604101267887,7
"Slagtesvin",5.875,7,6.15158212880356,142.41614612241,59.8781034693628,7
"Slagtesvin",6,7,6.13523593677124,144.94245882098,61.1521056708386,7
"Slagtesvin",6.125,7,6.11870151371285,145.795277640704,62.4261078723144,7
"Slagtesvin",6.25,7,6.10184793352196,144.076488521345,63.7001100737902,7
"Slagtesvin",6.375,7,6.08453165717805,139.38967335436,64.974112275266,7
"Slagtesvin",6.5,7,6.06672043045255,132.78879978292,66.2481144767418,7
"Slagtesvin",6.625,7,6.04846511963087,125.464141998038,67.5221166782176,7
"Slagtesvin",6.75,7,6.02992718661074,118.380098744039,68.7961188796934,7
"Slagtesvin",6.875,7,6.01138085862206,112.690949558255,70.0701210811692,7
"Slagtesvin",7,7,5.99312135851805,109.587956438853,71.344123282645,7
"Slagtesvin",7.125,7,5.97536961919675,109.191001848705,72.6181254841208,7
"Slagtesvin",7.25,7,5.95812776624421,110.622565987734,73.8921276855966,7
"Slagtesvin",7.375,7,5.94132631187989,113.095870872422,75.1661298870724,7
"Slagtesvin",7.5,7,5.92481927766799,115.856212128077,76.4401320885482,7
"Slagtesvin",7.625,7,5.90838647428142,117.90179584454,77.714134290024,7
