"animal","sample","dose.kg.t","n","pH","buff.int"
"Slagtesvin","Nikolaj. Storme",18.125,2,6.27671839879701,84.5893916395577
"Slagtesvin","Nikolaj. Storme",18.25,2,6.26189487876706,84.6299902285813
"Slagtesvin","Nikolaj. Storme",18.375,2,6.24740775696341,85.2972909766455
"Slagtesvin","Nikolaj. Storme",18.5,2,6.23349534258985,86.7873554405677
"Slagtesvin","Nikolaj. Storme",18.625,2,6.22039594485011,89.296245177165
"Slagtesvin","Nikolaj. Storme",18.75,2,6.2083309092867,92.9936499715546
"Slagtesvin","Nikolaj. Storme",18.875,2,6.19716067626783,97.5837354957845
"Slagtesvin","Nikolaj. Storme",19,2,6.18639848902707,102.360958062774
"Slagtesvin","Nikolaj. Storme",19.125,2,6.17554341709922,106.605028210657
"Slagtesvin","Nikolaj. Storme",19.25,2,6.16409453001909,109.595656477565
"Slagtesvin","Nikolaj. Storme",19.375,2,6.15155089824989,110.612634614923
"Slagtesvin","Nikolaj. Storme",19.5,2,6.13747122321459,109.082628713532
"Slagtesvin","Nikolaj. Storme",19.625,2,6.12191149271961,105.282164843133
"Slagtesvin","Nikolaj. Storme",19.75,2,6.10517592352867,99.8498715538073
"Slagtesvin","Nikolaj. Storme",19.875,2,6.08757057894848,93.4268214475057
"Slagtesvin","Nikolaj. Storme",20,2,6.06940152228579,86.6540871261801
"Slagtesvin","Nikolaj. Storme",20.125,2,6.05098717702675,80.1951097207478
"Slagtesvin","Nikolaj. Storme",20.25,2,6.03276384579881,74.921364016367
"Slagtesvin","Nikolaj. Storme",20.375,2,6.01502356271859,71.4227196454869
"Slagtesvin","Nikolaj. Storme",20.5,2,5.99799001528437,70.160388366376
"Slagtesvin","Nikolaj. Storme",20.625,2,5.98188689099445,71.5955819373029
"Slagtesvin","Nikolaj. Storme",20.75,2,5.96693785629822,76.1894455042418
"Slagtesvin","Nikolaj. Storme",20.875,2,5.95321697042437,83.93018132971
"Slagtesvin","Nikolaj. Storme",21,2,5.94030614486461,93.3041015707008
"Slagtesvin","Nikolaj. Storme",21.125,2,5.92771017657975,102.658230897807
"Slagtesvin","Nikolaj. Storme",21.25,2,5.91493726036371,110.361947802231
"Slagtesvin","Nikolaj. Storme",21.375,2,5.9014955910104,114.784630775179
"Slagtesvin","Nikolaj. Storme",21.5,2,5.8869154254927,114.379095595364
"Slagtesvin","Nikolaj. Storme",21.625,2,5.87118492078209,109.322414709607
"Slagtesvin","Nikolaj. Storme",21.75,2,5.8547651569845,101.416958630002
"Slagtesvin","Nikolaj. Storme",21.875,2,5.83817656211051,92.5310518229416
"Slagtesvin","Nikolaj. Storme",22,2,5.82194132230212,84.5331383333057
"Slagtesvin","Nikolaj. Storme",22.125,2,5.80658162370132,79.2916622059759
"Slagtesvin","Nikolaj. Storme",22.25,2,5.79243170369715,78.1296846690816
"Slagtesvin","Nikolaj. Storme",22.375,2,5.77903660102851,80.1214690439598
"Slagtesvin","Nikolaj. Storme",22.5,2,5.76558713739738,83.6589108554466
"Slagtesvin","Nikolaj. Storme",22.625,2,5.75119595489745,87.0792850885713
"Slagtesvin","Nikolaj. Storme",22.75,2,5.73497512226067,88.7194661482482
"Slagtesvin","Nikolaj. Storme",22.875,2,5.71604786636523,86.95974636707
"Slagtesvin","Nikolaj. Storme",23,2,5.69384903715237,81.3929869934032
"Slagtesvin","Nikolaj. Storme",23.125,2,5.66826471026412,73.0377488164318
"Slagtesvin","Nikolaj. Storme",23.25,2,5.63960627674058,63.2942983693656
"Slagtesvin","Nikolaj. Storme",23.375,2,5.60828332912045,53.6380566114334
"Slagtesvin","Nikolaj. Storme",23.5,2,5.57470545994245,45.544444501864
"Slagtesvin","Nikolaj. Storme",23.625,2,5.53944869884935,40.2919531309953
"Slagtesvin","Nikolaj. Storme",23.75,2,5.50391104670637,38.1806195292192
"Slagtesvin","Nikolaj. Storme",23.875,2,5.46944562138321,38.9317333063217
"Slagtesvin","Nikolaj. Storme",24,2,5.43684276630447,41.7465719715373
"Slagtesvin","Nikolaj. Storme",24.125,2,5.40683080891374,45.7691267279863
"Slagtesvin","Nikolaj. Storme",24.25,2,5.38011214367427,50.1433929875239
"Slagtesvin","Nikolaj. Storme",24.375,2,5.35636478891722,54.0135324108193
"Slagtesvin","Nikolaj. Storme",24.5,2,5.33394659077922,56.5463325800436
"Slagtesvin","Nikolaj. Storme",24.625,2,5.31155814534288,57.3941494472091
"Slagtesvin","Nikolaj. Storme",24.75,2,5.2883190269454,56.6788716045762
"Slagtesvin","Nikolaj. Storme",24.875,2,5.26336594541943,54.5415907279488
"Slagtesvin","Nikolaj. Storme",25,2,5.23583478521051,51.1957783755544
"Slagtesvin","Nikolaj. Storme",25.125,2,5.2048564719424,47.2897553103082
"Slagtesvin","Nikolaj. Storme",25.25,2,5.16949385565701,43.5754060979593
"Slagtesvin","Nikolaj. Storme",25.375,2,5.12825808951815,40.321142075999
"Slagtesvin","Nikolaj. Storme",25.5,2,5.07938643227189,37.5552152017717
"Slagtesvin","Nikolaj. Storme",25.625,2,5.02113973630304,35.3017751297103
"Slagtesvin","Nikolaj. Storme",25.75,2,4.95330252179596,33.4438250923341
"Slagtesvin","Nikolaj. Storme",25.875,2,4.87801493479718,31.6461529375328
"Slagtesvin","Nikolaj. Storme",26,2,4.79781126692879,29.6471614904691
"Slagtesvin","Nikolaj. Storme",26.125,2,4.71596390997239,27.5397576519998
"Slagtesvin","Nikolaj. Storme",26.25,2,4.63592239355012,25.5019263243904
"Slagtesvin","Nikolaj. Storme",26.375,2,4.5619942538902,23.7182133572231
"Slagtesvin","Nikolaj. Storme",26.5,2,4.49794643511512,22.4212220893734
"Slagtesvin","Nikolaj. Storme",26.625,2,4.44464668957559,21.8646012610517
"Slagtesvin","Nikolaj. Storme",26.75,2,4.4028219817172,22.2675963649527
"Slagtesvin","Nikolaj. Storme",26.875,2,4.37306501412797,23.7849679114829
"Slagtesvin","Ole Jensen. Messing",0,2,7.32,60.3909941850915
"Slagtesvin","Ole Jensen. Messing",0.125,2,7.26345575986793,44.1460480678351
"Slagtesvin","Ole Jensen. Messing",0.25,2,7.212887614763,33.1756745689474
"Slagtesvin","Ole Jensen. Messing",0.375,2,7.16767584838586,26.8501225237903
"Slagtesvin","Ole Jensen. Messing",0.5,2,7.12720074443715,24.539640767726
"Slagtesvin","Ole Jensen. Messing",0.625,2,7.09084258661752,25.6144781361165
"Slagtesvin","Ole Jensen. Messing",0.75,2,7.05797016237431,29.4327126346951
"Slagtesvin","Ole Jensen. Messing",0.875,2,7.0277456537626,35.1241637291569
"Slagtesvin","Ole Jensen. Messing",1,2,6.99915280763231,41.6158696661482
"Slagtesvin","Ole Jensen. Messing",1.125,2,6.97116953726961,47.82781571105
"Slagtesvin","Ole Jensen. Messing",1.25,2,6.94277375596065,52.679987129243
"Slagtesvin","Ole Jensen. Messing",1.375,2,6.91294373514365,55.0926470368724
"Slagtesvin","Ole Jensen. Messing",1.5,2,6.88111616378173,54.4519979684942
"Slagtesvin","Ole Jensen. Messing",1.625,2,6.84804746468318,51.5590230214591
"Slagtesvin","Ole Jensen. Messing",1.75,2,6.81472740320662,47.4820351793375
"Slagtesvin","Ole Jensen. Messing",1.875,2,6.78214574471066,43.2893474256997
"Slagtesvin","Ole Jensen. Messing",2,2,6.75129225455393,40.049272744116
"Slagtesvin","Ole Jensen. Messing",2.125,2,6.72309073244198,38.761427754552
"Slagtesvin","Ole Jensen. Messing",2.25,2,6.69769786475835,39.5905335471243
"Slagtesvin","Ole Jensen. Messing",2.375,2,6.6747861796709,42.1511613526686
"Slagtesvin","Ole Jensen. Messing",2.5,2,6.65402151091627,46.048684652708
"Slagtesvin","Ole Jensen. Messing",2.625,2,6.63506969223109,50.8884769287657
"Slagtesvin","Ole Jensen. Messing",2.75,2,6.61759728796846,56.2769386418645
"Slagtesvin","Ole Jensen. Messing",2.875,2,6.60138000238509,61.9816145610158
"Slagtesvin","Ole Jensen. Messing",3,2,6.58637850444122,68.0543925045936
"Slagtesvin","Ole Jensen. Messing",3.125,2,6.57256573342119,74.5691343624007
"Slagtesvin","Ole Jensen. Messing",3.25,2,6.55991462860931,81.5997020242397
"Slagtesvin","Ole Jensen. Messing",3.375,2,6.54839812928989,89.2199573799135
"Slagtesvin","Ole Jensen. Messing",3.5,2,6.53795754517435,97.4382536981466
"Slagtesvin","Ole Jensen. Messing",3.625,2,6.52825879531527,105.671927980026
"Slagtesvin","Ole Jensen. Messing",3.75,2,6.51882935426244,113.028558425404
"Slagtesvin","Ole Jensen. Messing",3.875,2,6.50919590579376,118.613263239378
"Slagtesvin","Ole Jensen. Messing",4,2,6.49888513368712,121.531160627043
"Slagtesvin","Ole Jensen. Messing",4.125,2,6.48742631926248,120.893367000251
"Slagtesvin","Ole Jensen. Messing",4.25,2,6.47463829791821,116.53670318728
"Slagtesvin","Ole Jensen. Messing",4.375,2,6.46090285871971,109.757896313047
"Slagtesvin","Ole Jensen. Messing",4.5,2,6.4466679225689,102.033535849876
"Slagtesvin","Ole Jensen. Messing",4.625,2,6.43238141036772,94.8402112700898
"Slagtesvin","Ole Jensen. Messing",4.75,2,6.41849124301809,89.654512046013
"Slagtesvin","Ole Jensen. Messing",4.875,2,6.40537228001758,87.7368238717437
"Slagtesvin","Ole Jensen. Messing",5,2,6.39286778353295,88.6665266024978
"Slagtesvin","Ole Jensen. Messing",5.125,2,6.38058282048478,91.213377099289
"Slagtesvin","Ole Jensen. Messing",5.25,2,6.36812114072834,94.1406268981035
"Slagtesvin","Ole Jensen. Messing",5.375,2,6.35508649411892,96.2115275349274
"Slagtesvin","Ole Jensen. Messing",5.5,2,6.34108739474636,96.2037297779396
"Slagtesvin","Ole Jensen. Messing",5.625,2,6.3259685423617,93.6695697893067
"Slagtesvin","Ole Jensen. Messing",5.75,2,6.30991596861821,89.3449760434375
"Slagtesvin","Ole Jensen. Messing",5.875,2,6.29314250532106,84.0692925006046
"Slagtesvin","Ole Jensen. Messing",6,2,6.27586098427545,78.6818631210809
"Slagtesvin","Ole Jensen. Messing",6.125,2,6.25828423728656,74.0220318651389
"Slagtesvin","Ole Jensen. Messing",6.25,2,6.24058508395889,70.7794297837418
"Slagtesvin","Ole Jensen. Messing",6.375,2,6.2227372720226,68.8288190316694
"Slagtesvin","Ole Jensen. Messing",6.5,2,6.20465530227287,67.7644562821473
"Slagtesvin","Ole Jensen. Messing",6.625,2,6.18625379678242,67.1801091718278
"Slagtesvin","Ole Jensen. Messing",6.75,2,6.16744737762395,66.6695453373632
"Slagtesvin","Ole Jensen. Messing",6.875,2,6.14815317885918,65.8344855819484
"Slagtesvin","Ole Jensen. Messing",7,2,6.12827122316201,64.4979063408495
"Slagtesvin","Ole Jensen. Messing",7.125,2,6.10758365033978,62.7228965755722
"Slagtesvin","Ole Jensen. Messing",7.25,2,6.0858515717787,60.5839613832387
"Slagtesvin","Ole Jensen. Messing",7.375,2,6.06283609886494,58.155605860971
"Slagtesvin","Ole Jensen. Messing",7.5,2,6.03829834298471,55.5123351058909
"Slagtesvin","Ole Jensen. Messing",7.625,2,6.01196469776662,52.7069536382584
"Slagtesvin","Ole Jensen. Messing",7.75,2,5.98364814990661,49.7800950281947
"Slagtesvin","Ole Jensen. Messing",7.875,2,5.95328967459843,46.8045837518748
"Slagtesvin","Ole Jensen. Messing",8,2,5.92083175993295,43.8537460984012
"Slagtesvin","Ole Jensen. Messing",8.125,2,5.88621689400106,41.0009083568763
"Slagtesvin","Ole Jensen. Messing",8.25,2,5.84940628872186,38.3245790230269
"Slagtesvin","Ole Jensen. Messing",8.375,2,5.81054195461187,35.9150144196067
"Slagtesvin","Ole Jensen. Messing",8.5,2,5.7697385929975,33.7788917452121
"Slagtesvin","Ole Jensen. Messing",8.625,2,5.72708478782581,31.9074052930894
"Slagtesvin","Ole Jensen. Messing",8.75,2,5.68266912304385,30.2917493564848
"Slagtesvin","Ole Jensen. Messing",8.875,2,5.63658015249478,28.9230907486913
"Slagtesvin","Ole Jensen. Messing",9,2,5.58890721501615,27.7645589897874
"Slagtesvin","Ole Jensen. Messing",9.125,2,5.5399614195711,26.7790790208135
"Slagtesvin","Ole Jensen. Messing",9.25,2,5.49018895603166,25.9657780948796
"Slagtesvin","Ole Jensen. Messing",9.375,2,5.44003666007794,25.3240358432456
"Slagtesvin","Ole Jensen. Messing",9.5,2,5.38995136739003,24.8532318971712
"Slagtesvin","Ole Jensen. Messing",9.625,2,5.34038448531515,24.5576390395017
"Slagtesvin","Ole Jensen. Messing",9.75,2,5.29164589189559,24.458228886754
"Slagtesvin","Ole Jensen. Messing",9.875,2,5.24373139536564,24.5372556572358
"Slagtesvin","Ole Jensen. Messing",10,2,5.19660504227782,24.7702376136533
"Slagtesvin","Ole Jensen. Messing",10.125,2,5.15023087918461,25.1326930187122
"Slagtesvin","Ole Jensen. Messing",10.25,2,5.10457218734384,25.6000035244917
"Slagtesvin","Ole Jensen. Messing",10.375,2,5.05945642701039,26.1239098291419
"Slagtesvin","Ole Jensen. Messing",10.5,2,5.01467273048331,26.6529680182509
"Slagtesvin","Ole Jensen. Messing",10.625,2,4.97011114490791,27.155117396101
"Slagtesvin","Ole Jensen. Messing",10.75,2,4.92566202049205,27.5983537630397
"Slagtesvin","Ole Jensen. Messing",10.875,2,4.88121570744355,27.950672919414
"Slagtesvin","Ole Jensen. Messing",11,2,4.83667117521097,28.181598333862
"Slagtesvin","Ole Jensen. Messing",11.125,2,4.79196406382827,28.2667415679066
"Slagtesvin","Ole Jensen. Messing",11.25,2,4.74700437412907,28.1765227632332
"Slagtesvin","Ole Jensen. Messing",11.375,2,4.70169719559015,27.8804422126609
"Slagtesvin","Ole Jensen. Messing",11.5,2,4.65594761768828,27.3480002090085
"Slagtesvin","Per Bro",0,2,6.83,50.7754273365863
"Slagtesvin","Per Bro",0.125,2,6.79699938351956,46.8207329246546
"Slagtesvin","Per Bro",0.25,2,6.76334159674988,43.4965632434058
"Slagtesvin","Per Bro",0.375,2,6.72921227600832,40.7735979551325
"Slagtesvin","Per Bro",0.5,2,6.6947970576122,38.6225167221273
"Slagtesvin","Per Bro",0.625,2,6.66028157787886,37.0139992066828
"Slagtesvin","Per Bro",0.75,2,6.62585173456437,35.9187271570817
"Slagtesvin","Per Bro",0.875,2,6.59172100846925,35.3076217947543
"Slagtesvin","Per Bro",1,2,6.55815447715863,35.1520626356138
"Slagtesvin","Per Bro",1.125,2,6.52542288599135,35.4234809141835
"Slagtesvin","Per Bro",1.25,2,6.49379698032626,36.0933078649864
"Slagtesvin","Per Bro",1.375,2,6.46354750552222,37.1329747225458
"Slagtesvin","Per Bro",1.5,2,6.4349347493894,38.5134309534089
"Slagtesvin","Per Bro",1.625,2,6.40800798841618,40.196766676782
"Slagtesvin","Per Bro",1.75,2,6.38261996789111,42.1372746427571
"Slagtesvin","Per Bro",1.875,2,6.3586158879655,44.2889797618591
"Slagtesvin","Per Bro",2,2,6.33584094879064,46.6059069446132
"Slagtesvin","Per Bro",2.125,2,6.31414035051783,49.0420811015443
"Slagtesvin","Per Bro",2.25,2,6.29336303860429,51.5522115020086
"Slagtesvin","Per Bro",2.375,2,6.27337726514142,54.0850615727206
"Slagtesvin","Per Bro",2.5,2,6.25405678191432,56.582457958744
"Slagtesvin","Per Bro",2.625,2,6.23527530323317,58.986102777275
"Slagtesvin","Per Bro",2.75,2,6.21690654340812,61.2376981455098
"Slagtesvin","Per Bro",2.875,2,6.19882413624495,63.2788725956569
"Slagtesvin","Per Bro",3,2,6.18088465590158,65.0355470167181
"Slagtesvin","Per Bro",3.125,2,6.16294370018656,66.4323203876122
"Slagtesvin","Per Bro",3.25,2,6.14486794820588,67.4038197174688
"Slagtesvin","Per Bro",3.375,2,6.1265240790655,67.8846720154175
"Slagtesvin","Per Bro",3.5,2,6.1077787718714,67.8095042905878
"Slagtesvin","Per Bro",3.625,2,6.08850236807573,67.1173642165862
"Slagtesvin","Per Bro",3.75,2,6.06865116901997,65.8642090084966
"Slagtesvin","Per Bro",3.875,2,6.04824411516844,64.2100420995725
"Slagtesvin","Per Bro",4,2,6.02729763635737,62.3152824476741
"Slagtesvin","Per Bro",4.125,2,6.00582816242302,60.340349010662
"Slagtesvin","Per Bro",4.25,2,5.98385212320162,58.4456607463967
"Slagtesvin","Per Bro",4.375,2,5.96137331083021,56.7725985159912
"Slagtesvin","Per Bro",4.5,2,5.9383139184043,55.3062613654487
"Slagtesvin","Per Bro",4.625,2,5.91458481838856,53.9714838357068
"Slagtesvin","Per Bro",4.75,2,5.89009942700822,52.6947418769892
"Slagtesvin","Per Bro",4.875,2,5.86477116048852,51.4025114395196
"Slagtesvin","Per Bro",5,2,5.8385134350547,50.0212684735217
"Slagtesvin","Per Bro",5.125,2,5.81127625570632,48.5104496886095
"Slagtesvin","Per Bro",5.25,2,5.7831770733968,46.9422654701515
"Slagtesvin","Per Bro",5.375,2,5.75438144276228,45.4047117306943
"Slagtesvin","Per Bro",5.5,2,5.72505493061312,43.9855596947937
"Slagtesvin","Per Bro",5.625,2,5.69536310375968,42.7725805870056
"Slagtesvin","Per Bro",5.75,2,5.66547194935097,41.8533223437527
"Slagtesvin","Per Bro",5.875,2,5.63555010564138,41.275378312694
"Slagtesvin","Per Bro",6,2,5.60568784280244,40.9918235864506
"Slagtesvin","Per Bro",6.125,2,5.57594652491995,40.9410941363563
"Slagtesvin","Per Bro",6.25,2,5.54638751607975,41.0616259337448
"Slagtesvin","Per Bro",6.375,2,5.51707218036766,41.2918549499501
"Slagtesvin","Per Bro",6.5,2,5.48805077864178,41.5679490787673
"Slagtesvin","Per Bro",6.625,2,5.45919337307892,41.8107016463497
"Slagtesvin","Per Bro",6.75,2,5.43025454336526,41.9597550800058
"Slagtesvin","Per Bro",6.875,2,5.40099166605105,41.9598944346161
"Slagtesvin","Per Bro",7,2,5.37116211768655,41.755904765061
"Slagtesvin","Per Bro",7.125,2,5.34052327482201,41.2925711262207
"Slagtesvin","Per Bro",7.25,2,5.30888161459143,40.5343906899808
"Slagtesvin","Per Bro",7.375,2,5.27652093954464,39.608177010096
"Slagtesvin","Per Bro",7.5,2,5.24401965048693,38.7249577368366
"Slagtesvin","Per Bro",7.625,2,5.21196226147801,38.0968170146989
"Slagtesvin","Per Bro",7.75,2,5.18093328657762,37.9358389881793
"Slagtesvin","Per Bro",7.875,2,5.15151722570266,38.4540974767112
"Slagtesvin","Per Bro",8,2,5.124194009358,39.8079815978826
"Slagtesvin","Per Bro",8.125,2,5.09884718964708,41.8668061978171
"Slagtesvin","Per Bro",8.25,2,5.07512900562507,44.3958246088124
"Slagtesvin","Per Bro",8.375,2,5.05269082870788,47.1599284040193
"Slagtesvin","Per Bro",8.5,2,5.03118403031145,49.9240091565881
"Slagtesvin","Per Bro",8.625,2,5.01025973115301,52.4531058969466
"Slagtesvin","Per Bro",8.75,2,4.98963666028813,54.5776240809962
"Slagtesvin","Per Bro",8.875,2,4.96928191902375,56.3310291781951
"Slagtesvin","Per Bro",9,2,4.94921630538584,57.7873444894057
"Slagtesvin","Per Bro",9.125,2,4.92946061740036,59.0205933154904
"Slagtesvin","Per Bro",9.25,2,4.91003565309328,60.1047989573116
"Slagtesvin","Per Bro",9.375,2,4.89096207435541,61.1135144262092
"Slagtesvin","Per Bro",9.5,2,4.87223524681866,62.0972522607254
"Slagtesvin","Per Bro",9.625,2,4.85380627483761,63.071294788102
"Slagtesvin","Per Bro",9.75,2,4.83562207111622,64.0478389636592
"Slagtesvin","Per Bro",9.875,2,4.81762954835845,65.039081742717
"Slagtesvin","Per Bro",10,2,4.79977561926824,66.0572200805953
"Slagtesvin","SB33",0,2,6.97,57.3453015883414
"Slagtesvin","SB33",0.125,2,6.90371955216231,45.8627470367298
"Slagtesvin","SB33",0.25,2,6.84138803909364,36.8054350394445
"Slagtesvin","SB33",0.375,2,6.78283385963305,29.9675496065014
"Slagtesvin","SB33",0.5,2,6.72788541261958,25.1432747479163
"Slagtesvin","SB33",0.625,2,6.67637109689229,22.126794473705
"Slagtesvin","SB33",0.75,2,6.62812073434522,20.7122881519959
"Slagtesvin","SB33",0.875,2,6.58304196323995,20.6916384462438
"Slagtesvin","SB33",1,2,6.5411574400566,21.8507261738707
"Slagtesvin","SB33",1.125,2,6.50249889444753,23.9744639274627
"Slagtesvin","SB33",1.25,2,6.46709805606512,26.847764299606
"Slagtesvin","SB33",1.375,2,6.43498665456173,30.2555398828866
"Slagtesvin","SB33",1.5,2,6.40613949739023,33.9772982743916
"Slagtesvin","SB33",1.625,2,6.37992672151127,37.7475292154604
"Slagtesvin","SB33",1.75,2,6.35536602434903,41.2909940879267
"Slagtesvin","SB33",1.875,2,6.3314724814893,44.3346941014851
"Slagtesvin","SB33",2,2,6.30726116851787,46.6056304658303
"Slagtesvin","SB33",2.125,2,6.28174716543374,47.8308062591022
"Slagtesvin","SB33",2.25,2,6.25416991275422,47.83265163626
"Slagtesvin","SB33",2.375,2,6.2246386369939,46.8159994935917
"Slagtesvin","SB33",2.5,2,6.19351048365773,45.107517072557
"Slagtesvin","SB33",2.625,2,6.16114606834704,43.0363274818284
"Slagtesvin","SB33",2.75,2,6.1279060066632,40.9315538300785
"Slagtesvin","SB33",2.875,2,6.09414768654384,39.1189747355289
"Slagtesvin","SB33",3,2,6.06008570556912,37.7687064867272
"Slagtesvin","SB33",3.125,2,6.02585037994715,36.8371528881471
"Slagtesvin","SB33",3.25,2,5.99166011491115,36.2686913175107
"Slagtesvin","SB33",3.375,2,5.9577363636886,36.0078280812988
"Slagtesvin","SB33",3.5,2,5.92430057950699,35.9990694859918
"Slagtesvin","SB33",3.625,2,5.89155186845876,36.1912819669172
"Slagtesvin","SB33",3.75,2,5.85944788841189,36.5678170235667
"Slagtesvin","SB33",3.875,2,5.8276199523312,37.0546970918674
"Slagtesvin","SB33",4,2,5.79558616138536,37.5326755165373
"Slagtesvin","SB33",4.125,2,5.76286341118882,37.8820142344396
"Slagtesvin","SB33",4.25,2,5.72896862695171,37.982980394808
"Slagtesvin","SB33",4.375,2,5.69362098605404,37.751461682244
"Slagtesvin","SB33",4.5,2,5.65723022357904,37.2347477787417
"Slagtesvin","SB33",4.625,2,5.6203840374799,36.5702484922555
"Slagtesvin","SB33",4.75,2,5.58368241706095,35.9193908243757
"Slagtesvin","SB33",4.875,2,5.54772537214968,35.4436418787154
"Slagtesvin","SB33",5,2,5.51309950549118,35.300926318319
"Slagtesvin","SB33",5.125,2,5.47986469179693,35.5099958847164
"Slagtesvin","SB33",5.25,2,5.44746719281369,35.9224126843268
"Slagtesvin","SB33",5.375,2,5.41559361636865,36.4336035194349
"Slagtesvin","SB33",5.5,2,5.38400010132767,36.9526022616769
"Slagtesvin","SB33",5.625,2,5.35244278655657,37.3884427826888
"Slagtesvin","SB33",5.75,2,5.32073983126688,37.6733776221822
"Slagtesvin","SB33",5.875,2,5.28926561079018,37.9478850634236
"Slagtesvin","SB33",6,2,5.25850436850374,38.3911358810297
"Slagtesvin","SB33",6.125,2,5.22847563865055,39.0021336342587
"Slagtesvin","SB33",6.25,2,5.19912587805679,39.7515553831955
"Slagtesvin","SB33",6.375,2,5.17040150493696,40.6100581856391
"Slagtesvin","SB33",6.5,2,5.14216451708741,41.5045661476883
"Slagtesvin","SB33",6.625,2,5.11401656200342,42.2271434904014
"Slagtesvin","SB33",6.75,2,5.08574310650005,42.6659689307086
"Slagtesvin","SB33",6.875,2,5.05752951455,42.9178958669757
"Slagtesvin","SB33",7,2,5.0296000761514,43.1000901099
"Slagtesvin","SB33",7.125,2,5.00217931464607,43.3301810587372
"Slagtesvin","SB33",7.25,2,4.97549957122314,43.7413299878283
"Slagtesvin","SB33",7.375,2,4.94979776408649,44.4820996050032
"Slagtesvin","SB33",7.5,2,4.92516130782963,45.5969285353779
"Slagtesvin","SB33",7.625,2,4.90150340854132,47.0080705461762
"Slagtesvin","SB33",7.75,2,4.87872750402426,48.6309282084519
"Slagtesvin","SB33",7.875,2,4.85673667145853,50.3819409006741
"Slagtesvin","SB33",8,2,4.83543103699442,52.186032353908
"Slagtesvin","SB33",8.125,2,4.81470698644354,53.9724728733564
"Slagtesvin","SB33",8.25,2,4.79442471922614,55.6736591770931
"Slagtesvin","SB33",8.375,2,4.77441563149372,57.2244546737349
"Slagtesvin","SB33",8.5,2,4.75451032139869,58.5597905022232
"Slagtesvin","SB33",8.625,2,4.73453960416386,59.6139737137178
"Slagtesvin","SB33",8.75,2,4.71433491919652,60.3195167989394
"Slagtesvin","SB33",8.875,2,4.69372870549035,60.608535609465
"Slagtesvin","SB33",9,2,4.67256162875117,60.4124414673494
"Slagtesvin","SB33",9.125,2,4.65067881094724,59.6622640636472
"So-/smågrise","(5) Kim Vinborg",0,2,7.43,17.7027700721859
"So-/smågrise","(5) Kim Vinborg",0.125,2,7.35152166709232,16.4000242685123
"So-/smågrise","(5) Kim Vinborg",0.25,2,7.28002522305237,15.8514193162694
"So-/smågrise","(5) Kim Vinborg",0.375,2,7.21501476595511,15.9832002254856
"So-/smågrise","(5) Kim Vinborg",0.5,2,7.15599439387553,16.721612006189
"So-/smågrise","(5) Kim Vinborg",0.625,2,7.10246820488859,17.9928996684077
"So-/smågrise","(5) Kim Vinborg",0.75,2,7.05393940154235,19.7230170886057
"So-/smågrise","(5) Kim Vinborg",0.875,2,7.00985596377153,21.8187270051729
"So-/smågrise","(5) Kim Vinborg",1,2,6.96957919879795,24.1560103688714
"So-/smågrise","(5) Kim Vinborg",1.125,2,6.93246281424856,26.6080753947321
"So-/smågrise","(5) Kim Vinborg",1.25,2,6.89786051775032,29.048130297786
"So-/smågrise","(5) Kim Vinborg",1.375,2,6.86512601693017,31.3493832930641
"So-/smågrise","(5) Kim Vinborg",1.5,2,6.83364884049214,33.3962162435954
"So-/smågrise","(5) Kim Vinborg",1.625,2,6.80324619130958,35.2172305666539
"So-/smågrise","(5) Kim Vinborg",1.75,2,6.77401855364914,36.9412281020509
"So-/smågrise","(5) Kim Vinborg",1.875,2,6.7460715873779,38.6990264546483
"So-/smågrise","(5) Kim Vinborg",2,2,6.71951095236294,40.6214432293078
"So-/smågrise","(5) Kim Vinborg",2.125,2,6.6944423162116,42.8392993087278
"So-/smågrise","(5) Kim Vinborg",2.25,2,6.67091947472659,45.4367079889029
"So-/smågrise","(5) Kim Vinborg",2.375,2,6.64873824541032,48.2774876164433
"So-/smågrise","(5) Kim Vinborg",2.5,2,6.62761712493119,51.1615705542621
"So-/smågrise","(5) Kim Vinborg",2.625,2,6.60727460547187,53.888885694555
"So-/smågrise","(5) Kim Vinborg",2.75,2,6.58742917921506,56.2593619295174
"So-/smågrise","(5) Kim Vinborg",2.875,2,6.56780104473039,58.0746389997468
"So-/smågrise","(5) Kim Vinborg",3,2,6.54827081776976,59.3090416327993
"So-/smågrise","(5) Kim Vinborg",3.125,2,6.52900676692947,60.2501838780579
"So-/smågrise","(5) Kim Vinborg",3.25,2,6.5102070040186,61.2185030010127
"So-/smågrise","(5) Kim Vinborg",3.375,2,6.49206964084622,62.5344362671541
"So-/smågrise","(5) Kim Vinborg",3.5,2,6.47479278922143,64.5184209419723
"So-/smågrise","(5) Kim Vinborg",3.625,2,6.45855182420304,67.4574455788466
"So-/smågrise","(5) Kim Vinborg",3.75,2,6.44322067045398,71.172262582368
"So-/smågrise","(5) Kim Vinborg",3.875,2,6.42845390409836,75.1363723113207
"So-/smågrise","(5) Kim Vinborg",4,2,6.41390087117715,78.814750622277
"So-/smågrise","(5) Kim Vinborg",4.125,2,6.39921091773126,81.6723733718092
"So-/smågrise","(5) Kim Vinborg",4.25,2,6.38403343301659,83.1742883269546
"So-/smågrise","(5) Kim Vinborg",4.375,2,6.36807843395451,82.9276648904546
